Slight,Moderate,Severe,Complete
1.821152083,1.833452191,2.074251949,2.092773688
1.834783981,1.896968168,2.238497652,2.263738399
1.575659733,1.470570974,1.589243205,1.598101566
1.794063669,1.689732766,1.724420297,1.740049026
1.943049003,1.730548595,1.790129397,1.801646036
1.674226859,1.554232093,1.621031588,1.643837535
1.698611797,1.572699025,1.664341205,1.683942577
2.104990446,1.929913514,2.001552104,2.032970463
1.872034978,1.758669867,1.767924105,1.794182879
1.818774107,1.750813747,1.76776332,1.784859351
2.151858208,1.885357524,1.91648256,1.941261445
1.991440435,1.833796931,1.917647836,1.944866471
1.651617753,1.55982064,1.686001773,1.701816424
1.649471865,1.613351279,1.750666811,1.758937942
1.630551058,1.630740079,1.804228382,1.805723643
1.753049312,1.74599661,1.777519128,1.800153417
1.88080091,1.796126609,1.984991563,2.005916099
2.192752495,2.063880713,1.971389982,1.98809784
2.022259404,1.923029131,1.854345861,1.861778742
2.018082616,1.957370246,1.953248913,1.957248852
1.929684981,1.727009345,1.677810421,1.67939196
2.253783546,2.203661534,2.164404119,2.167056395
2.387452475,2.282647524,2.211933887,2.222084368
2.38863743,2.165332719,2.086425063,2.12042216
1.924948481,1.757834534,1.721579483,1.7242431
2.64811378,2.48402196,2.425771662,2.436188156
2.35480703,2.2539003,2.199601965,2.201033484
1.839924444,2.035645383,2.137905116,2.147148001
2.23663984,2.32235801,2.504314244,2.504477042
1.977636789,1.999869139,1.998993895,2.000646093
1.877223602,2.084045872,2.165294727,2.167191712
1.811492571,1.869497106,1.926162574,1.927228654
1.93598987,1.955403371,1.914382864,1.918723957
1.811646942,1.885481475,1.897242286,1.900169775
1.892645899,1.943869892,1.918603291,1.91885242
1.845573955,1.866820458,1.859408275,1.859466411
1.892044546,1.916357938,1.899235139,1.899447027
1.84154029,1.815579834,1.799509094,1.799919429
2.086314,2.129371198,2.145592602,2.146257405
1.953012408,1.957467265,1.923060366,1.926931066
1.811046616,1.854679592,1.827511872,1.828923004
2.118147346,2.081495097,2.085740616,2.086712125
2.26196104,2.088544743,1.993746227,2.00438964
2.139650757,1.977699985,1.910201218,1.914554201
2.195860813,2.205478671,2.185970237,2.194793853
2.267303815,2.196055481,2.176888814,2.178328402
2.181196731,2.136439982,2.089949466,2.090909054
1.447309929,1.559574483,1.65404021,1.653918605
1.507037439,1.725158471,1.863446712,1.881268006
1.911537809,1.995369409,2.13036798,2.13036798
1.923355311,2.125158241,2.213973033,2.227649524
1.80268113,1.906481048,2.030214198,2.036989707
1.746452492,1.787802546,1.816459149,1.817308157
1.657813364,1.705746116,1.798231971,1.798250633
1.885210681,1.893381879,1.936259271,1.941017677
1.934160717,1.956258922,2.052828902,2.082772832
1.963937467,2.011197533,2.129338717,2.138070571
2.265470315,2.261473527,2.164481463,2.171348344
2.556609825,2.511243039,2.449388584,2.478801491
2.53065209,2.465515789,2.434153113,2.449016821
2.37724486,2.303796929,2.232016242,2.259168716
2.475000997,2.472144264,2.420720714,2.443752844
1.686218307,1.83484557,1.880195707,1.882182089
1.869593351,2.075665088,2.048379231,2.055755969
1.868206901,2.037233726,2.140617189,2.150264868
1.876124249,2.137473553,2.373538987,2.382788004
1.716842047,1.710542736,1.699353584,1.699353584
1.875604357,1.759267753,1.853456747,1.937070337
1.870315934,1.777916424,1.848493104,1.963159478
1.712622931,1.732456626,1.773444949,2.017039191
1.879752193,1.875875541,2.079035469,2.331577932
1.655673518,1.682516349,1.816275128,2.090000618
2.36200387,2.279559088,2.365031463,2.985043079
1.997173235,1.930885089,2.031706644,2.047707624
2.371559982,2.398919909,2.651373667,3.494003417
2.271940624,2.222607286,2.39428828,2.512039582
2.156656425,2.163590163,2.396701811,2.473969761
1.845396895,1.717834693,1.797882756,1.791069761
1.951468424,1.755340376,1.815318083,1.790398638
1.915490173,1.842220345,1.953472119,1.938943379
1.879170354,1.791849509,1.954325056,2.044215219
1.809065213,1.714189028,1.817090073,1.871563593
2.35235605,2.289324405,2.386719855,3.160797921
2.889544557,2.744853035,3.101530238,3.10389718
2.637927783,2.508367232,2.71436853,2.677336532
2.731364608,2.688728364,3.007140278,3.055658657
2.455991464,2.389825318,2.68363186,2.848973832
2.401916176,2.318880172,2.574512024,2.560798972
2.157259282,2.08410847,2.173641237,2.099105231
2.181250438,2.136495033,2.288939056,2.313124152
2.140897635,2.030118925,2.150074061,2.084398831
2.173524183,2.090868234,2.259077262,2.22861929
2.086411734,2.053919771,2.222585267,2.308638795
2.008253591,1.941064895,2.105276581,2.276979581
2.096233103,2.187503861,2.402164826,2.610474928
2.218121648,2.223750873,2.373502772,2.836406011
2.039325915,2.067876215,2.322333958,2.59049701
2.225015246,2.157323128,2.317685068,2.322067601
2.251837879,2.165707948,2.287982572,2.345722255
2.040739383,1.889425895,1.851666489,2.481837672
2.21912401,2.136929256,2.287283758,2.35159668
2.290975481,2.207778432,2.2898309,4.284717512
1.939473832,1.838987699,1.974894895,2.049882662
1.994206739,2.022137193,2.233489882,2.382476725
2.037062208,2.01916412,2.158883246,2.296143503
1.971591827,1.916286701,2.090491316,2.246180745
2.097041484,2.030013013,2.181157096,2.24707607
2.103370676,2.074941119,2.187191288,2.296818617
2.038164004,1.918976813,2.033245469,2.115835803
1.80820673,1.670310523,1.674764635,3.290914815
2.107862276,2.030911838,2.171775371,2.147521996
1.930598486,1.852127148,1.939324858,1.965977443
1.953845896,1.809214544,1.807865381,1.856733979
2.349149549,2.241599982,2.311343457,3.203165333
1.693441253,1.631571324,1.579596044,2.022038513
2.127277309,1.972439709,2.018530715,1.971616005
2.083887472,1.976417523,2.095655066,2.12166831
2.018689135,1.985653392,2.409451292,2.414522648
2.089626171,2.016798575,2.477283405,2.537331005
2.048134723,1.982497485,2.216997566,2.141860174
2.081225539,2.008362702,2.418698238,2.475380608
1.95403919,1.888600038,2.364799549,2.35955299
2.276954501,2.394678192,2.91259169,2.911390224
2.067426873,2.190856311,2.781293077,2.864126552
2.25596541,2.353762053,2.926095106,3.023970001
2.220163693,2.36963134,2.89750925,2.904837514
2.267654952,2.378809913,2.996883652,3.072157529
1.828934609,1.927862052,2.423807464,2.600257644
1.940663421,2.125222395,2.680698883,2.925279795
2.050735407,2.072669826,2.423990867,2.524130819
1.899165102,1.956246887,2.48749033,2.825076148
1.914707062,2.010791784,2.515882447,2.834779371
1.854754105,1.853857769,2.228791603,2.24167247
1.84294308,1.762115499,2.106589725,2.163441074
1.937190207,1.839835621,2.217968535,2.251169449
1.786470202,1.781608987,2.175998853,2.16179844
1.874321789,1.893644212,2.347991465,2.349731885
2.6471708,2.615229012,3.28390282,5.534637742
2.438956003,2.369150851,2.652964949,3.673946682
2.642914188,2.621943104,3.364653971,3.501150166
2.70470692,2.724127412,3.454246805,3.577963564
2.851806412,2.793005163,3.589895826,3.668053104
2.331355976,2.289094944,2.72861078,3.043691462
2.355268029,2.349431321,2.88698153,3.055497067
2.315884871,2.280677781,2.758766723,2.887939372
1.757182705,1.764279559,2.084512065,2.041191104
1.946181251,1.972488485,2.376635251,2.472854015
2.712199641,2.657359092,3.334317597,3.292457608
2.592392114,2.638873262,3.322289178,3.541608596
2.608205605,2.684538649,3.059487247,3.691776473
2.02629605,2.195980599,2.580686683,3.513107909
2.477015215,2.462933208,2.957235674,3.026819571
2.235706255,2.245745582,2.568774201,2.820890919
2.415275596,2.524603585,3.127359365,3.298515187
2.119075888,2.21529056,2.662739385,3.014904971
1.946294769,2.069028959,2.579818255,2.701428483
2.051329441,2.13724108,2.507026196,3.715322376
1.793814186,1.846941738,2.315297299,2.299231427
1.992951486,2.072893308,2.513298714,2.492192935
1.863603656,1.875044737,2.313060814,2.298376366
1.935693573,1.970613516,2.433893351,2.379891606
1.743683772,1.797821061,2.220849853,2.222139771
1.818040957,1.977490701,2.386596023,2.631688523
2.008823532,2.249284481,2.759661305,2.930753408
2.105315931,2.197105172,2.516828461,2.780065092
1.762695098,1.964368787,2.432606251,2.794721906
1.79570141,1.7758056,2.127080447,2.281182769
2.154450669,2.427992772,2.868165968,3.559773055
2.367304819,2.425354265,2.809787707,3.22448078
2.005515781,2.077603825,2.380227823,2.730599574
1.755498605,1.855302888,2.085873628,2.225707372
2.319276103,2.476480839,2.936468276,3.64740207
2.135773236,2.160158294,2.301500828,4.526392204
2.24271713,2.371828331,2.513811864,4.783542155
2.578994201,2.573296154,2.919777021,2.994124902
2.757467232,2.792368235,3.195696097,3.204955301
2.669960928,2.73408791,3.198722526,3.171408048
2.065396037,2.082907115,2.351669077,2.317902547
1.98485287,2.085793478,2.347677359,2.544584564
2.0385518,2.118585492,2.473089728,2.63786367
1.909708881,2.177195615,2.450938271,2.624121015
2.028312954,2.06287972,2.282230432,2.353557202
2.0567505,2.122824885,2.139136324,3.878305229
1.969012464,1.996572859,2.210107916,2.17517373
2.198695458,2.310682006,2.484339841,2.439202367
1.887643441,1.87101902,1.862632802,4.435633012
1.986219429,1.970807263,2.163375747,3.919991014
2.036377223,2.049533902,2.297162581,2.292362581
1.847983241,1.899454814,2.051438552,2.011654938
2.069972997,2.190236632,2.45352512,2.817340802
1.964086365,1.979100046,2.195093534,2.313450891
1.87836904,1.817085729,1.841080574,1.835743335
1.97593646,2.061411746,2.121369363,2.896668752
2.026668778,2.109668439,2.451096248,2.767434787
1.984019684,2.01235241,2.216804845,2.266650243
2.105965914,2.23665147,2.534357278,2.614628642
2.058143347,2.192583402,2.499847721,2.701727284
2.142421438,2.209720848,2.592887473,2.750749763
1.906714788,1.945551267,2.230885202,2.393636139
2.002439573,2.102209911,2.32073062,2.468656875
1.777777682,1.944890375,2.281155797,2.296947566
1.808723477,1.859293389,2.043500455,2.053618877
2.34811865,2.355224,2.822566513,2.955539871
2.517686959,2.555325049,2.927017648,4.779669912
2.202202013,2.30269956,2.729744474,2.663128627
2.416003904,2.497907177,2.868633373,3.067221913
2.287212852,2.386285937,2.642751812,2.723755975
1.780478609,1.826447462,1.972263658,2.01652009
1.962985362,2.077482841,2.328091312,2.645877167
1.883171486,1.931391245,2.231784249,2.534260346
1.828984033,1.927646358,2.142884807,2.45442821
1.80371597,1.870241039,1.993812568,2.0533586
1.987318324,1.967627874,1.96027629,2.019763115
1.887547733,1.881430376,2.03723656,2.10720517
1.767921499,1.80430366,1.949974941,2.62194459
1.919776215,2.024088042,2.160236804,2.508760847
1.954231486,2.045814984,2.240770633,2.336180516
2.823525918,2.61532841,3.195937304,3.200842341
2.568897426,2.407576614,3.093602104,3.137947521
2.316902951,2.236863216,2.516870906,4.758510908
2.525136225,2.497449159,3.285682056,3.332148416
2.538366806,2.411474043,3.007679616,2.994287887
2.579191134,2.454782704,2.995766225,3.057695099
2.739758235,2.575002919,3.273813388,3.418252952
2.415867549,2.418164796,3.118183514,4.613419928
2.729479622,2.559101508,2.909157958,2.974712051
2.968822688,2.829917252,3.837641548,4.003018867
2.493938613,2.531665659,3.477837651,3.781172177
2.52334379,2.568317415,3.437570951,3.677898531
2.49578245,2.4976913,3.148248132,3.437063287
2.869651264,2.681456754,3.410812431,4.062885465
2.540060178,2.572971669,3.483797135,3.824941968
2.561629214,2.444052996,2.881647176,2.852264317
2.544828373,2.362243396,2.439709961,2.415144823
2.925492524,2.825295463,3.538829978,3.51096212
2.748521279,2.63048823,3.227417375,3.227366261
2.740562371,2.572824722,3.024230019,3.021265863
2.301632102,2.144733573,2.979115722,2.976847217
2.703079657,2.532686186,3.10714138,3.20681329
2.506834098,2.272450938,2.815129267,2.854162752
2.617262417,2.350089562,2.77989338,4.323552349
2.383350764,2.204402082,2.570450434,2.569931197
3.001606299,2.659746771,3.314641391,3.309567465
2.522450867,2.402628132,2.792495233,2.776677523
2.460767133,2.466622981,3.143666444,3.185446472
2.757377522,2.616736538,3.280531149,3.318882382
2.732341047,2.633552303,3.501537655,3.595533206
2.484022751,2.359201116,2.981580595,3.045053104
2.78705032,2.537884796,3.085393363,3.214080139
2.947558634,2.738349369,3.236704079,3.277527006
2.818381638,2.646994221,3.275472287,3.356278317
2.929182408,2.780693157,3.568189252,3.629524902
3.300571834,3.150255596,4.009330935,4.18114138
3.286238001,2.962941938,3.795699581,3.87552747
2.917133956,2.664169792,2.76868196,4.797270804
3.210355911,2.843759728,3.769278812,3.851272678
3.185284,3.00483902,3.861755976,3.967020195
2.56184925,2.621496073,3.165893776,3.192160928
2.703104957,2.62582828,2.855367216,2.824690305
3.043696207,2.797320842,3.482130252,3.471611811
3.072360316,2.90000789,4.044354038,4.346552087
3.210751996,2.960705561,3.996993986,4.149230199
2.094769319,2.019532446,2.166082902,4.130800696
2.052474251,1.902142483,2.064988985,2.872013563
2.349196237,2.082609014,2.697561279,2.778858772
2.430713763,2.237665499,2.915851823,2.966668657
2.374520799,2.076152122,2.539299712,2.568877018
1.910089001,1.871602622,1.931583167,1.964536446
2.127566902,1.963310019,2.022199452,2.089055431
1.936070492,1.965122145,2.080152362,2.152425489
2.044468134,1.944804126,2.014267934,2.063729547
2.067143556,1.835598237,1.920968093,1.968006672
1.838595647,1.570337398,1.629418749,1.66377753
1.855811994,1.60773225,1.675383542,1.700171803
2.210580952,1.931403313,1.962882235,1.995238567
1.769427576,1.784297344,1.884542932,1.937719623
2.076452233,1.954257749,2.031118642,2.07197334
1.941927703,1.70995327,1.685776745,1.704936929
1.938920239,1.795904019,1.80713167,1.835993749
2.025031608,1.744813577,1.714972732,1.746689687
1.85183444,1.800816576,1.891671855,1.915552952
1.902933614,1.824769613,1.917089478,1.963867204
2.481078923,2.293193478,2.364687907,2.355934341
2.328355724,2.227570686,2.344119056,2.440139768
2.141428649,2.061958949,2.150221299,2.164246506
2.098410054,1.919633747,1.943366512,1.943404782
2.196929005,2.007970437,1.985186239,1.99522576
1.979683527,1.736912916,1.704814878,1.720236943
2.019289487,1.887390219,1.842464645,1.880810834
2.104928768,1.986945322,1.804779179,1.800976917
1.569636773,1.412224832,1.301096151,1.295751522
2.015043136,1.942046761,1.904534,1.923222274
1.905681912,1.705987402,1.742306041,1.734621145
1.805815031,1.554211225,1.530288444,1.530197739
1.81954793,1.765023255,1.871422482,1.940578792
1.925926433,1.590250284,1.563847885,1.570571853
1.607541387,1.457390587,1.441855135,1.438971284
2.24132162,2.129606855,2.325244544,2.391430673
1.791986455,1.793252343,1.90333268,1.960421472
1.977212141,1.95835639,2.154923108,2.197428046
1.876582142,1.760862166,1.882117916,1.933466959
1.919215668,1.978824532,2.025751915,2.062974647
1.66440366,1.528159382,1.526812674,1.513750957
1.919185369,1.798695698,1.698968163,1.712399039
2.31252152,1.774164398,1.616273905,1.620770914
1.845251028,1.778880611,1.826070712,1.844627379
2.357112731,2.119504892,2.037223748,2.035226995
2.274837643,2.010286062,2.12163702,2.218628137
1.959859313,1.837613841,1.926900177,1.985379308
1.871158168,1.750232461,1.875315338,1.932324606
2.143591408,1.99564251,2.036838836,2.111741032
2.054096462,1.771481439,1.734609165,1.759438386
2.023880345,1.934555158,2.020268758,2.076471278
1.925728767,1.685779321,1.583103979,1.58303345
1.894435254,1.678917448,1.58450277,1.588972679
2.199371412,1.753219599,1.678460632,1.698739168
2.217943518,1.887641481,1.796555802,1.820788524
1.940108306,1.790996519,1.741231504,1.719770522
1.85772698,1.693422368,1.631279795,1.600146768
2.02700223,1.891407059,1.847872062,1.82147873
1.846031179,1.678080817,1.601256858,1.575049148
1.918424089,1.721935911,1.683918553,1.651702046
1.986379693,1.724457803,1.583693159,1.556616745
1.897637677,1.721642517,1.693511847,1.686654177
2.098163879,1.807554589,1.634251818,1.603352751
2.034395215,1.885969074,1.720894911,1.695429654
1.992906954,1.906889566,1.817030291,1.798894644
2.213800864,2.010480349,1.840602322,1.811248821
2.285622486,2.089262778,1.931182146,1.902799138
2.124708031,2.020896088,1.892341925,1.862392333
2.076394535,1.951198074,1.85745449,1.836811385
2.13494217,1.991156268,1.876297988,1.848064489
2.235941508,2.000943083,1.932786981,1.950773857
2.275602023,2.192238474,2.086102504,2.053745386
2.13255612,2.014711922,2.125161152,2.144476483
2.155738613,2.055638499,1.980901854,1.961693014
2.108612165,2.091454133,2.199695375,2.204505614
1.788619053,1.697407914,1.645028276,1.661519344
2.138634418,2.086695095,2.116829607,2.096265269
1.916946823,1.875908521,1.805264114,1.79747832
1.955819915,1.809230882,1.789023898,1.787098133
2.403170753,2.285141113,2.16928816,2.156530281
1.596116305,1.318752521,1.261701687,1.239324334
1.507910207,1.285994652,1.211026487,1.188353054
1.551681176,1.344737193,1.25447637,1.229365849
1.431211439,1.237477096,1.163727121,1.140635402
1.439221781,1.25262215,1.167646975,1.144920689
2.128424989,1.942172347,1.900246831,1.884476651
2.200221841,1.957805354,1.864053661,1.829098235
2.043044964,1.91257766,1.792360761,1.763430376
1.947361478,1.788862397,1.673307919,1.654455422
1.969442685,1.81349547,1.714457482,1.690800782
1.997369419,1.795184995,1.734595109,1.732022965
1.83855334,1.820128621,1.874978847,1.879546067
1.890191986,1.661712948,1.591591282,1.595709879
2.017692025,1.784223383,1.753692131,1.743207701
1.723915395,1.538769698,1.431422633,1.41888469
1.540590253,1.322562254,1.238397784,1.213664316
1.646323927,1.415261188,1.295047089,1.276280254
1.514351433,1.323725864,1.225115486,1.202765164
1.490833884,1.285849623,1.20618794,1.183538349
1.541624626,1.333889817,1.226031882,1.203968343
1.908684878,1.853826054,1.825905345,1.821306653
2.147352167,1.988725784,1.881099358,1.849880072
1.830635525,1.857428621,1.83848575,1.819047861
2.000258127,1.827481553,1.701007115,1.672577903
1.933542428,1.946008549,1.887381756,1.871794046
2.012693531,1.909301333,1.89485145,1.878337415
1.697802998,1.741050354,1.747768033,1.766222109
1.807849902,1.811646413,1.852274319,1.862803146
1.827998103,1.730521169,1.736340928,1.724826664
1.855463593,1.714529412,1.703652028,1.707649294
2.065841545,1.746858524,1.626383108,1.650729736
2.186783875,1.871509701,1.805337796,1.795945401
1.815153609,1.628417991,1.501550711,1.521608985
2.3589685,2.166403074,2.156903574,2.166033044
2.123886639,2.007260591,1.965034986,1.989936736
1.730446147,1.773024842,1.818018451,1.841610275
1.85630918,1.68966944,1.647876758,1.65242456
1.890344232,1.785069265,1.802883666,1.816090962
1.665643028,1.57560718,1.534558119,1.526522212
2.086452585,1.948075086,1.926136277,1.961941604
1.968668897,1.893920127,1.926650462,1.963623109
2.039694898,2.073014828,2.247270904,2.332803392
1.941361389,1.761228147,1.792498807,1.810436692
1.888908126,1.888458163,2.060049597,2.082211716
1.960065844,1.980383239,1.983310178,2.016811535
1.716733919,1.608212871,1.542772435,1.546595252
1.837318291,1.743997579,1.756654781,1.74694724
1.912810718,1.780645832,1.784099284,1.77235873
1.847352428,1.745949852,1.764790636,1.762580395
1.714003946,1.597033167,1.590192173,1.579431309
1.901932045,1.7671972,1.74739091,1.75333094
2.084218961,2.075222355,2.106452548,2.151268923
1.756992913,1.625115141,1.668648036,1.674248156
2.013527277,2.051773202,2.164528622,2.215231102
1.715266928,1.747710054,1.729942702,1.748813689
1.990214076,1.717668796,1.636632575,1.633528057
2.013596966,1.732456182,1.611939383,1.619689844
2.028398127,1.639059711,1.516181178,1.527654746
2.117689554,1.840254946,1.731252826,1.740930107
2.079854063,1.840372517,1.758081731,1.785537149
1.655369345,1.643092936,1.604591371,1.613805561
1.745071843,1.677524076,1.686422536,1.696952811
1.814661539,1.666202979,1.653519983,1.646546694
1.716135565,1.675208324,1.688201423,1.672720889
1.913458951,1.779656401,1.723092955,1.718789989
2.073585542,1.841127585,1.739203264,1.798432033
2.531652412,2.334738793,2.241585818,2.246888485
1.855561545,1.724865755,1.686819031,1.702792353
2.129015276,2.178247849,2.282116159,2.312606951
2.404459143,2.166416124,2.184798032,2.213809631
1.695119188,1.789463458,1.815942226,1.833862384
1.909110688,1.986927098,2.193725459,2.271235623
1.548916499,1.613570774,1.648618415,1.651930888
1.568775037,1.616107849,1.659635407,1.66844721
1.955458768,1.875140393,2.043966832,2.091965195
1.445286993,1.366400384,1.273327949,1.246955489
1.412317238,1.293568209,1.207309019,1.187802947
1.346008494,1.238215214,1.180476991,1.153849715
1.472050957,1.372572807,1.316085241,1.293954293
1.522612572,1.39540232,1.355099949,1.328067885
1.638044095,1.691401837,1.761779926,1.799716979
1.772046388,1.783657412,1.773336559,1.754167861
1.75089915,1.750854986,1.782073381,1.76278715
1.834168848,1.798445531,1.766542201,1.745399506
1.731463283,1.783614424,1.795723667,1.778182506
1.830884214,1.717214957,1.767977952,1.756875805
1.901252797,1.854294242,1.873503799,1.872332753
1.917854615,1.796140211,1.763953415,1.760384392
2.149752829,2.056064436,2.002152447,1.980573333
1.663866435,1.636284043,1.610046769,1.619898387
1.623084505,1.672427723,1.796212505,1.780836434
1.668986825,1.720764942,1.809765863,1.802865674
1.671178769,1.692614475,1.792334494,1.764853752
1.751077331,1.784965844,1.915331044,1.906291167
1.488562404,1.600002807,1.758930807,1.768425415
0.983282783,0.914405446,0.873003436,0.854201145
1.17165518,1.110908435,1.081558043,1.059133922
1.125255952,1.072644451,1.035066524,1.011728528
1.08311944,0.994015562,0.97458211,0.952609155
1.124835495,1.085857184,1.033195295,1.012783744
1.605319819,1.556416079,1.488666278,1.468744101
1.625778279,1.576598236,1.507343637,1.491989969
1.500708565,1.451368181,1.395282166,1.379560591
1.718208667,1.649119106,1.58974214,1.561505613
1.683874306,1.571486751,1.509428381,1.481076789
1.499478227,1.364231791,1.289547586,1.267279514
1.512583005,1.438987436,1.360489866,1.336438979
1.518356606,1.413608034,1.342548732,1.318598024
1.694193516,1.56751794,1.500868423,1.472780267
1.534972259,1.456915325,1.371182193,1.348670989
1.697516042,1.619216307,1.719094699,1.714893268
1.514792716,1.490075841,1.557416555,1.536894572
1.470136081,1.470360051,1.584917179,1.561241384
1.525938893,1.580359618,1.651759958,1.624680519
1.807741093,1.751423667,1.812805706,1.785913514
1.309133291,1.233951319,1.202098258,1.182823094
1.340381211,1.254027342,1.220271284,1.1933067
1.334645396,1.248237946,1.226925431,1.20103717
1.234694643,1.137866324,1.106538848,1.084571135
1.345312483,1.280655723,1.238399704,1.212370141
1.467014264,1.474742857,1.472745515,1.449280656
1.467172367,1.445954713,1.437125724,1.413863247
1.484863276,1.454788988,1.443250125,1.42592448
1.576115445,1.537717643,1.522686164,1.489939248
1.540154365,1.521789911,1.491640809,1.477895852
2.133096606,1.947236286,2.05576531,2.117621277
1.692232841,1.683496413,1.808598844,1.872981278
1.87893337,1.821245321,1.918173575,1.968072507
1.774214906,1.601747573,1.68057504,1.6835072
1.571535258,1.559780879,1.65120596,1.668529392
2.14546293,2.132983366,2.179642826,2.120085153
1.880392692,1.752711509,1.672959905,1.675135987
2.321841589,2.306538522,2.41498142,2.472100716
2.178664637,2.177791233,2.378209517,2.463391717
2.218447069,2.227822093,2.316381257,2.372583316
1.914286561,1.73523897,1.682183956,1.592754855
2.074079074,2.070005386,2.181581392,2.133272295
2.028782957,1.921347921,1.958434222,1.974721259
1.945002788,2.011612306,2.185855669,2.19033506
2.005837982,1.972075322,2.216834817,2.238097017
1.906904985,1.7653772,1.864665436,1.928653113
2.103707129,2.215869979,2.343874952,2.661442054
1.950353058,2.185536212,2.307761354,2.507085709
2.131671361,2.12652619,2.252388433,2.446079366
2.107665607,2.118326016,2.1921392,2.230324646
1.446375769,1.495886942,1.662276587,1.701258773
1.583760308,1.53193215,1.720694734,1.721629376
1.55625988,1.598505032,1.741496773,1.719112407
1.403330358,1.393642691,1.561659181,1.560607108
1.531781396,1.538781711,1.702191754,1.751392567
2.074257017,2.055974436,2.110198419,2.08508912
2.137025341,1.925179124,1.914980352,1.84791107
2.055059517,1.998198591,2.136667807,2.177599601
1.959617866,1.997971129,2.154157792,2.23832619
2.126426641,1.942105255,2.023684545,2.02986197
2.294697074,2.079809254,2.11201443,2.090290099
2.033476448,2.204854787,2.283202117,2.41108955
2.226364794,2.07631062,2.110033133,2.066260575
2.139110369,2.309723132,2.458478898,2.7010929
2.254450667,2.045096723,2.094126866,2.108419045
2.284118053,2.02511798,2.104933989,2.079876015
2.28850051,2.096845117,2.226851465,2.195943588
2.153714249,1.965649931,2.161656018,2.142007993
1.837437577,1.73537475,1.867304558,1.828877965
2.021273858,1.818731091,1.828183111,1.712790535
2.185786913,2.29505631,2.357663139,2.399755465
2.150596109,2.260986012,2.422707827,2.404810824
1.893350213,1.757862286,1.788054783,1.793518942
2.245086566,2.16076785,2.238718489,2.249870913
1.897878301,1.827046757,1.893042208,1.957943542
1.732302959,1.649848275,1.636015562,1.666872588
2.421449384,2.19329885,2.229430725,2.236309213
1.856524705,1.626339552,1.623780368,1.956733942
1.82995178,1.627054145,1.648886834,1.581184452
2.019951646,1.76254398,1.761549547,1.719503146
1.86347512,1.880840487,2.042286956,2.150360988
1.668983209,1.672472755,1.770050347,1.787686496
1.654583811,1.798363372,1.939400533,1.992019562
1.817711881,1.726976776,1.809882964,1.840656958
1.902283886,1.894553591,2.075521759,2.228146655
1.821894276,1.934978682,2.095525804,2.295517973
1.895764277,1.923686405,2.128887197,2.339530056
1.950962962,1.892674217,2.007883107,2.113018162
1.985497799,1.983635128,2.27450968,2.405930339
2.068544364,1.977890741,2.078185951,2.131972169
2.178405235,2.147326131,2.564698026,2.808857729
2.21390782,2.291600962,2.428869532,2.560293015
2.362429268,2.285040938,2.53810368,2.845676104
2.050976129,2.021971394,2.417376759,2.685098353
2.07503628,2.132776193,2.286502968,2.330501798
1.645499632,1.697364173,1.806352967,1.910405369
