Index,NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,ForceAmplification,DispShift,1st Mode,2nd Mode,3rd Mode,4th Mode,Xpeakstrength,Xdrift@peakstrength,Xdrift@80%peakstrength,Xdrift@20%residualstrength,Xarea,Zpeakstrength,Zdrift@peakstrength,Zdrift@80%peakstrength,Zdrift@20%residualstrength,Zarea,CollapseMedian
Building_T1-100x30-S3-PS_Existing9,3,599.911,6000,1200,360,10498.25,6370.5,0.043241877,11.50365465,-0.34725845,0.147199041,0.880548418,0.671677197,0.577401103,0.307291676,0.101087685,0.00380347,0.00234843,0.0171949,0.000262732,0.046825842,0.00325393,0.00172974,0.0125454,0.000106891,0.592621123
Building_T1-100x30-S3-PS_Existing10,3,644.416,6000,1200,360,10498.25,6370.5,0.042131133,11.85862552,-0.314094519,0.021689472,0.833149217,0.635498601,0.547278628,0.290583311,0.099914422,0.00326858,0.00202562,0.0157317,0.000222566,0.046771401,0.00292295,0.00151664,0.0122729,9.71E-05,0.582155243
Building_T2-60x50-S2-GS_Existing1,2,357.659,3000,720,600,6177,4857.5,0.038444778,9.835738262,0.2942429,-0.096822283,0.299497554,0.259746085,0.205326088,0.098402192,0.398224418,0.00441806,0.0020541,0.0189775,0.001292747,0.345142004,0.00453254,0.00231898,0.0178859,0.001100961,1.163479833
Building_T2-60x50-S2-GS_Existing2,2,367.23,3000,720,600,6177,4857.5,0.021915773,10.53214561,-0.022842576,0.131958069,0.393064294,0.34121648,0.270554119,0.129239773,0.288192563,0.00518872,0.00238642,0.0210947,0.001101863,0.250162152,0.00532831,0.00267327,0.0198661,0.000941606,0.974292205
Building_T2-60x50-S2-GS_Existing3,2,352.691,3000,720,600,6177,4857.5,0.033187531,10.44505511,0.197953423,-0.17019183,0.297934145,0.258124268,0.204762827,0.097916063,0.374575234,0.00384165,0.00179816,0.0165507,0.001055092,0.324593185,0.00393415,0.00201694,0.0155943,0.000898007,1.091862263
Building_T2-60x50-S2-GS_Existing4,2,359.391,3000,720,600,6177,4857.5,0.020985556,11.71054037,-0.234950601,0.118779665,0.436246696,0.379193116,0.300804015,0.143433777,0.22945069,0.00461506,0.00211041,0.0184725,0.000781383,0.199262959,0.00474264,0.00236177,0.0173937,0.000668704,0.842348532
Building_T2-60x50-S2-GS_Existing5,2,382.181,3000,720,600,6177,4857.5,0.018867607,11.06774764,-0.135002836,-0.066791149,0.386672128,0.336568085,0.267798408,0.127158283,0.245961084,0.00412233,0.00191936,0.016765,0.000744465,0.213440645,0.00421189,0.00212814,0.0157774,0.000634269,0.824277997
Building_T2-60x50-S2-GS_Existing6,2,365.681,3000,720,600,6177,4857.5,0.019826955,9.828923757,-0.160502377,0.062971067,0.410271643,0.355872305,0.282364743,0.134772674,0.246859684,0.00520686,0.00236979,0.0207428,0.000949601,0.214424214,0.00535886,0.00266188,0.0195365,0.000813581,0.843564085
Building_T2-60x50-S2-GS_Existing7,2,361.017,3000,720,600,6177,4857.5,0.018093013,9.691530253,-0.011112469,-0.060876652,0.355723359,0.308681729,0.245974739,0.116852605,0.298280388,0.00472793,0.00220013,0.0193803,0.001035207,0.25875833,0.00483538,0.00244732,0.0182458,0.000882189,0.903443761
Building_T2-60x50-S2-GS_Existing8,2,381.842,3000,720,600,6177,4857.5,0.027071793,9.358801571,0.321259521,0.074429613,0.336543558,0.29299866,0.233796102,0.110442721,0.377673988,0.00565675,0.00265833,0.0231777,0.001564495,0.32759362,0.00576178,0.00293342,0.02181,0.001330077,1.131871752
Building_T2-60x50-S2-GS_Existing9,2,337.152,3000,720,600,6177,4857.5,0.042216145,9.845739824,-0.338891889,-0.00447325,0.429701005,0.373522072,0.295802552,0.141246898,0.209817578,0.00486277,0.00220382,0.0191056,0.000754626,0.182362273,0.00501227,0.00247196,0.0179966,0.000647758,0.783569867
Building_T2-60x50-S2-GS_Existing10,2,374.527,3000,720,600,6177,4857.5,0.049867679,10.95073271,0.147247997,0.005328798,0.343804876,0.298672483,0.236997427,0.113113568,0.335485727,0.00445429,0.00207461,0.0186939,0.001097454,0.290884454,0.0045601,0.00231767,0.0176089,0.00093484,1.150169933
Building_T2-60x50-S3-GS_Existing1,3,567.371,6000,720,600,10036,7286.25,0.040345806,9.492484677,0.10808496,-0.052403127,0.454500906,0.399854428,0.336651121,0.143152659,0.209081775,0.00425251,0.0019927,0.0133588,0.00064399,0.181718747,0.0037232,0.00195494,0.0120813,0.000470175,0.781488303
Building_T2-60x50-S3-GS_Existing2,3,664.591,6000,720,600,10036,7286.25,0.036090349,11.73617585,-0.244920952,-0.192635533,0.551877073,0.485853108,0.408313546,0.173571701,0.12036042,0.00289988,0.00134684,0.00891725,0.000253458,0.104742484,0.00255857,0.0013266,0.00807485,0.000186644,0.532415422
Building_T2-60x50-S3-GS_Existing3,3,590.05,6000,720,600,10036,7286.25,0.033317486,9.187270512,-0.00431302,0.190525195,0.544926775,0.479765699,0.401576926,0.171282695,0.175553563,0.00498658,0.00242767,0.0159036,0.000623628,0.15306783,0.00477771,0.00241378,0.0144576,0.000512443,0.760712931
Building_T2-60x50-S3-GS_Existing4,3,605.094,6000,720,600,10036,7286.25,0.0199481,10.54887627,-0.275790077,0.101628524,0.634401211,0.557839766,0.470497097,0.199459024,0.1231755,0.00409633,0.00199671,0.0124931,0.000359434,0.107431819,0.00387996,0.00193441,0.0113116,0.000292414,0.572775449
Building_T2-60x50-S3-GS_Existing5,3,579.992,6000,720,600,10036,7286.25,0.018115961,10.87936129,0.076960825,0.168332446,0.517287396,0.453690692,0.381117295,0.16177097,0.19732143,0.00445099,0.00205928,0.0139763,0.000638421,0.171624609,0.00396582,0.00205886,0.0127027,0.000474468,0.778139069
Building_T2-60x50-S3-GS_Existing6,3,569.103,6000,720,600,10036,7286.25,0.029544696,9.283218907,0.167782257,0.157621308,0.49013818,0.431612994,0.362494081,0.154217645,0.217332188,0.0052479,0.00243399,0.0161505,0.00082868,0.189123638,0.00463299,0.00239803,0.0146233,0.000610645,0.861341892
Building_T2-60x50-S3-GS_Existing7,3,613.384,6000,720,600,10036,7286.25,0.01010434,11.64543222,-0.233851985,-0.081783637,0.557794041,0.489773219,0.410303746,0.174382155,0.131933484,0.00323886,0.00149277,0.0100775,0.00031101,0.114855987,0.00290403,0.00149831,0.0091677,0.000232764,0.537016642
Building_T2-60x50-S3-GS_Existing8,3,603.228,6000,720,600,10036,7286.25,0.019253144,9.168132705,0.045001198,0.061413883,0.51202535,0.450109044,0.378591567,0.160823244,0.182227562,0.00483921,0.00223188,0.0146973,0.000641871,0.158717057,0.0042925,0.00220176,0.0133224,0.000475646,0.705751609
Building_T2-60x50-S3-GS_Existing9,3,633.958,6000,720,600,10036,7286.25,0.01816766,11.20447213,-0.212758654,-0.050347142,0.572369435,0.503623519,0.424003108,0.180070705,0.130414914,0.00356841,0.00164753,0.010737,0.00033867,0.113613449,0.00315171,0.00161654,0.00971409,0.000250028,0.556638565
Building_T2-60x50-S3-GS_Existing10,3,643.584,6000,720,600,10036,7286.25,0.02437294,11.92191353,0.005534542,0.033423452,0.534873431,0.470283415,0.396991338,0.168421139,0.166464991,0.00371353,0.00173733,0.0114571,0.000447931,0.14473917,0.00324074,0.00169326,0.0103459,0.000326173,0.705368107
Building_T2-100x50-S2-GS_Existing1,2,542.894,5000,1200,600,8095,6177,0.024155995,10.74095354,0.316410971,0.164586331,0.361907199,0.348542891,0.240873489,0.123384357,0.450819466,0.00549895,0.00272109,0.0225661,0.001788407,0.226955277,0.00535181,0.00266523,0.0197349,0.000859827,1.004024698
Building_T2-100x50-S2-GS_Existing2,2,583.893,5000,1200,600,8095,6177,0.027728275,10.56247483,-0.207691834,-0.076027396,0.433827917,0.417315072,0.28878406,0.147804594,0.24936054,0.00443681,0.00216564,0.017493,0.000800259,0.124566028,0.00431746,0.00208688,0.0149281,0.000382629,0.639265829
Building_T2-100x50-S2-GS_Existing3,2,539.107,5000,1200,600,8095,6177,0.041748219,9.378277759,-0.217080316,-0.194902918,0.394651657,0.38009778,0.265585018,0.134211433,0.267754581,0.00444542,0.00220479,0.0174106,0.00085652,0.134018755,0.00429401,0.00209917,0.0149403,0.000408599,0.654479822
Building_T2-100x50-S2-GS_Existing4,2,547.861,5000,1200,600,8095,6177,0.027098203,11.06057427,-0.383355892,0.030980732,0.505138452,0.486729022,0.337108167,0.171957588,0.204573176,0.00472965,0.00228607,0.0179823,0.000701742,0.101444553,0.00459877,0.00215298,0.0150361,0.000333642,0.588647949
Building_T2-100x50-S2-GS_Existing5,2,546.313,5000,1200,600,8095,6177,0.022140463,10.43149372,0.292428745,0.193583931,0.371801084,0.358713275,0.247481843,0.126641223,0.438887462,0.00578406,0.00284435,0.023618,0.001833534,0.220631912,0.00563641,0.00279153,0.0205629,0.000881233,0.978356311
Building_T2-100x50-S2-GS_Existing6,2,579.997,5000,1200,600,8095,6177,0.047070801,9.5419227,-0.283065497,-0.095485729,0.454354244,0.436716736,0.305801513,0.154043324,0.225501766,0.00490873,0.0024146,0.0185766,0.000798451,0.112099188,0.0047383,0.00225777,0.0156198,0.000378807,0.61812086
Building_T2-100x50-S2-GS_Existing7,2,581.006,5000,1200,600,8095,6177,0.045187983,9.329486757,0.38827408,0.062329247,0.350484888,0.337577798,0.2343228,0.119577702,0.443468751,0.00582689,0.00289223,0.0235897,0.001861105,0.222998053,0.00565555,0.002802,0.020546,0.000893171,1.026211138
Building_T2-100x50-S2-GS_Existing8,2,583.872,5000,1200,600,8095,6177,0.012932874,10.42857978,0.199555442,0.008938332,0.370834055,0.35775234,0.249459999,0.126340659,0.381436356,0.00500551,0.00249888,0.0201025,0.001371724,0.191841407,0.00483784,0.0024116,0.0175141,0.00065677,0.805466212
Building_T2-100x50-S2-GS_Existing9,2,602.11,5000,1200,600,8095,6177,0.027438384,11.92547058,0.136164001,-0.06146549,0.372697997,0.358734146,0.249646086,0.127174509,0.351423052,0.00404994,0.00202412,0.0165182,0.001022641,0.17712464,0.00392456,0.00196673,0.0144957,0.000491227,0.808567703
Building_T2-100x50-S2-GS_Existing10,2,506.865,5000,1200,600,8095,6177,0.0105501,9.30662254,-0.002498703,-0.000525298,0.372846068,0.358836746,0.247880361,0.127020832,0.363761654,0.005439,0.00266708,0.0218968,0.001429784,0.182431365,0.00529605,0.00260001,0.018913,0.000685722,0.763774502
Building_T2-100x50-S3-GS_Existing1,3,1000.588,10000,1200,600,12142.5,10036,0.032480061,11.32762385,0.234296848,-0.179178792,0.467398779,0.441775006,0.330656046,0.153439954,0.227461931,0.00326658,0.00162654,0.0103724,0.000529071,0.113882303,0.00268842,0.0013936,0.00855248,0.000213228,0.604877757
Building_T2-100x50-S3-GS_Existing2,3,1004.24,10000,1200,600,12142.5,10036,0.042154571,11.96441226,0.053573284,-0.173976314,0.507840472,0.482334599,0.358710352,0.166154285,0.192639354,0.00303605,0.00149035,0.00969089,0.000417161,0.096180713,0.00253589,0.00130066,0.00795742,0.000170365,0.574088132
Building_T2-100x50-S3-GS_Existing3,3,936.109,10000,1200,600,12142.5,10036,0.035373724,9.121230927,0.017692269,0.106522825,0.583638535,0.553468619,0.413688804,0.19160087,0.194117152,0.00537485,0.00259738,0.0157166,0.000748588,0.095146713,0.00445194,0.00217308,0.0122643,0.000299771,0.596731648
Building_T2-100x50-S3-GS_Existing4,3,887.846,10000,1200,600,12142.5,10036,0.02611973,10.11214398,-0.281333909,-0.058489989,0.618724718,0.587450424,0.435474641,0.201709129,0.144217599,0.00398915,0.00191176,0.0118837,0.000413732,0.070590378,0.00337372,0.00163784,0.00930894,0.000168896,0.462492383
Building_T2-100x50-S3-GS_Existing5,3,940.78,10000,1200,600,12142.5,10036,0.043980149,11.11439344,-0.312770026,0.031870739,0.682200963,0.648615575,0.480051971,0.222508078,0.129155538,0.00395463,0.00188167,0.0115914,0.00036813,0.062901338,0.0033529,0.00161421,0.00899254,0.000150173,0.506588088
Building_T2-100x50-S3-GS_Existing6,3,995.431,10000,1200,600,12142.5,10036,0.04532697,10.58691624,-0.084134769,-0.119514461,0.561981357,0.532636697,0.396822186,0.184027902,0.166452737,0.003663,0.00178061,0.0111635,0.000436359,0.082293064,0.00305102,0.00151227,0.00891212,0.00017657,0.5345458
Building_T2-100x50-S3-GS_Existing7,3,859.564,10000,1200,600,12142.5,10036,0.016846741,9.529009208,0.227648924,0.087719372,0.502062499,0.475658181,0.355496564,0.164660182,0.260047687,0.00509613,0.00250062,0.0156671,0.000946564,0.12910124,0.00421226,0.00211643,0.012617,0.00038123,0.685244592
Building_T2-100x50-S3-GS_Existing8,3,956.381,10000,1200,600,12142.5,10036,0.019290907,10.19069522,-0.032221564,0.14491016,0.613305784,0.58189666,0.433307359,0.200634362,0.180751249,0.00490122,0.00235985,0.0145058,0.000636181,0.088613069,0.00409854,0.00200183,0.0113639,0.00025707,0.560702461
Building_T2-100x50-S3-GS_Existing9,3,946.237,10000,1200,600,12142.5,10036,0.048341084,11.51284548,0.118863053,-0.020422983,0.515662946,0.489788992,0.363054308,0.168235994,0.216336012,0.00369238,0.00179966,0.0117701,0.000571221,0.107741309,0.00310729,0.00157451,0.00961927,0.000234643,0.665749274
Building_T2-100x50-S3-GS_Existing10,3,960.073,10000,1200,600,12142.5,10036,0.029909028,10.17560133,0.154753845,0.132882886,0.554279062,0.52593193,0.390570476,0.181242923,0.217316887,0.00483605,0.00234013,0.0148334,0.000753299,0.107342881,0.0040611,0.00200493,0.0118466,0.000307125,0.651092288
Building_T2-60x50-S2-PS_Existing1,2,371.13,3000,720,600,6177,4857.5,0.025821196,9.699603555,0.060161267,0.114849759,0.440204098,0.437894635,0.304336356,0.149928639,0.219701215,0.0060908,0.00322834,0.0391717,0.000974731,0.152526678,0.00564998,0.00358716,0.0405088,0.000584362,1.092538071
Building_T2-60x50-S2-PS_Existing2,2,396.526,3000,720,600,6177,4857.5,0.041688783,11.80575281,-0.081843356,0.015001855,0.469983355,0.467743805,0.326822987,0.159972807,0.179039904,0.00461538,0.00247493,0.029508,0.000598963,0.124284435,0.00425438,0.00271103,0.030457,0.000357522,1.108046825
Building_T2-60x50-S2-PS_Existing3,2,336.736,3000,720,600,6177,4857.5,0.011508179,9.294976318,0.228572996,-0.111915427,0.345700135,0.344522588,0.240820088,0.11780963,0.287337618,0.00515406,0.00281968,0.033445,0.001065795,0.199428205,0.00474115,0.00304491,0.0344124,0.000636508,1.144833144
Building_T2-60x50-S2-PS_Existing4,2,353.074,3000,720,600,6177,4857.5,0.047033063,11.54896592,-0.353146574,0.015271829,0.528973489,0.526376527,0.36707957,0.179910963,0.138986116,0.00468479,0.00245699,0.0295375,0.00047588,0.096539487,0.00433441,0.00273882,0.0306415,0.000284422,0.904147372
Building_T2-60x50-S2-PS_Existing5,2,392.395,3000,720,600,6177,4857.5,0.043080267,11.86182834,0.257035904,-0.106484644,0.376990289,0.375328641,0.264162121,0.127759492,0.253385708,0.00412595,0.00226855,0.0265395,0.000750176,0.175861935,0.00376424,0.00242459,0.0272615,0.000444476,1.356532245
Building_T2-60x50-S2-PS_Existing6,2,369.798,3000,720,600,6177,4857.5,0.039550528,10.12620779,0.017544977,0.082509189,0.444638028,0.443135095,0.310923189,0.150665856,0.212136326,0.00579236,0.00311328,0.036626,0.000890207,0.147262484,0.00531763,0.00338682,0.0377913,0.000529829,1.158349545
Building_T2-60x50-S2-PS_Existing7,2,382.632,3000,720,600,6177,4857.5,0.03610283,10.37219451,0.331755717,-0.168510563,0.342004928,0.340341153,0.237167519,0.116726931,0.275524096,0.00428363,0.00233935,0.0281915,0.000849499,0.191238563,0.00395589,0.00254408,0.0290127,0.000508876,1.285865885
Building_T2-60x50-S2-PS_Existing8,2,359.62,3000,720,600,6177,4857.5,0.032134338,10.55166298,0.189529896,0.015159304,0.390874627,0.388949212,0.270752766,0.133334624,0.259264065,0.00513334,0.00278025,0.0334598,0.000961259,0.179936917,0.00474817,0.0030372,0.0344851,0.000576153,1.296946934
Building_T2-60x50-S2-PS_Existing9,2,396.412,3000,720,600,6177,4857.5,0.024224412,11.72465706,-0.027622351,-0.001592182,0.452763199,0.450989034,0.315924329,0.15382094,0.190452057,0.0046031,0.00248707,0.0293696,0.000633625,0.132193912,0.00423059,0.00270141,0.0302846,0.000377617,1.0381396
Building_T2-60x50-S2-PS_Existing10,2,370.648,3000,720,600,6177,4857.5,0.012970529,11.41104863,-0.086371766,0.019717634,0.454722715,0.452523352,0.315907637,0.154867235,0.190883434,0.00478846,0.00256934,0.0307132,0.000662496,0.132492853,0.00441973,0.00281574,0.0316968,0.000396018,0.97127817
Building_T2-60x50-S3-PS_Existing1,3,649.441,6000,720,600,10036,7286.25,0.017372772,9.736350759,0.108147092,-0.187036074,0.528874724,0.527415099,0.386935261,0.173088074,0.129233898,0.00412651,0.00209592,0.0195927,0.000389156,0.089775191,0.00307492,0.00195527,0.0195406,0.000185159,0.674897376
Building_T2-60x50-S3-PS_Existing2,3,612.08,6000,720,600,10036,7286.25,0.037072719,10.35229572,-0.233770543,-0.161142516,0.627760699,0.627019438,0.456512567,0.203838409,0.092052611,0.00381186,0.00182361,0.0174113,0.000259073,0.064076998,0.00292397,0.00184147,0.0185016,0.000126504,0.596689449
Building_T2-60x50-S3-PS_Existing3,3,599.836,6000,720,600,10036,7286.25,0.029648428,9.354295984,0.141786138,0.197258792,0.610653496,0.609017656,0.445940217,0.199661692,0.139291828,0.00618822,0.00299667,0.0270599,0.000636318,0.097004118,0.00467759,0.00293094,0.0290565,0.000306923,0.826847919
Building_T2-60x50-S3-PS_Existing4,3,572.93,6000,720,600,10036,7286.25,0.021139445,10.32618641,-0.332009213,-0.161184402,0.659020835,0.658065482,0.482121561,0.21460298,0.084905025,0.00391753,0.00188503,0.0168204,0.000245707,0.059159758,0.00296892,0.00185692,0.0178443,0.000118801,0.500176203
Building_T2-60x50-S3-PS_Existing5,3,588.289,6000,720,600,10036,7286.25,0.047471719,10.50634744,0.051192566,-0.132392382,0.533975862,0.53296714,0.389567059,0.173924715,0.135989855,0.00401936,0.00203216,0.0194236,0.00039887,0.094437703,0.00301848,0.00192284,0.0193822,0.000190957,0.841560737
Building_T2-60x50-S3-PS_Existing6,3,572.751,6000,720,600,10036,7286.25,0.015190152,9.936955129,0.266990093,-0.019964027,0.508849863,0.507380451,0.371902281,0.166230559,0.168854811,0.00487687,0.00249285,0.0233357,0.0005999,0.117249545,0.00362723,0.00231237,0.023223,0.000284826,0.8777014
Building_T2-60x50-S3-PS_Existing7,3,599.865,6000,720,600,10036,7286.25,0.047712218,10.57908834,0.12374218,0.001592049,0.562453109,0.561172963,0.411673305,0.183856619,0.141465755,0.0046777,0.002368,0.0221158,0.000483325,0.098286534,0.00348574,0.00221396,0.0221037,0.00022993,0.912492797
Building_T2-60x50-S3-PS_Existing8,3,600.607,6000,720,600,10036,7286.25,0.037938701,11.25297433,0.3379974,0.160522797,0.551229989,0.550153604,0.40195557,0.17921233,0.169524759,0.00500252,0.00252493,0.0242417,0.000619106,0.117736502,0.00376253,0.00239696,0.0242022,0.000296827,1.069478019
Building_T2-60x50-S3-PS_Existing9,3,631.776,6000,720,600,10036,7286.25,0.031812872,10.99454368,-0.360813363,0.069917214,0.789525151,0.788140677,0.572739798,0.255501237,0.069647684,0.00406068,0.00195558,0.0162495,0.00020867,0.048926346,0.00346211,0.00212504,0.0158393,0.000116213,0.501288486
Building_T2-60x50-S3-PS_Existing10,3,597.635,6000,720,600,10036,7286.25,0.020738581,9.382210427,0.33649592,0.125328041,0.544702505,0.543366538,0.398083739,0.177687458,0.167933397,0.0058588,0.00293074,0.0277408,0.0007206,0.11670865,0.00439451,0.0027803,0.027864,0.000344911,0.901421799
Building_T2-100x50-S2-PS_Existing1,2,546.646,5000,1200,600,8095,6177,0.04308756,9.463074931,-0.124993963,0.169958582,0.607637694,0.502406978,0.362501562,0.205933113,0.205570965,0.00669735,0.00380678,0.0422761,0.000978766,0.080123742,0.00609703,0.00375818,0.0367084,0.00033682,0.832091189
Building_T2-100x50-S2-PS_Existing2,2,586.549,5000,1200,600,8095,6177,0.041011017,11.94111497,-0.0753552,-0.060621823,0.540253495,0.448808224,0.319288857,0.182809072,0.20749563,0.00416255,0.0023914,0.0275462,0.000611598,0.082788804,0.0038435,0.0024175,0.0273015,0.000216927,0.903119278
Building_T2-100x50-S2-PS_Existing3,2,556.811,5000,1200,600,8095,6177,0.020942512,10.70526928,0.240540378,0.067327525,0.483638275,0.401864302,0.286334124,0.164040653,0.294570549,0.00529965,0.00305931,0.0351011,0.001103167,0.118043884,0.00488502,0.0030852,0.0348721,0.000392167,1.072500592
Building_T2-100x50-S2-PS_Existing4,2,601.007,5000,1200,600,8095,6177,0.021452243,10.59514244,0.111105231,-0.13634222,0.478878925,0.396829626,0.285718012,0.163108914,0.244571592,0.00441088,0.00256503,0.0287779,0.000759684,0.098056289,0.00402992,0.00255201,0.0285629,0.0002683,0.864230865
Building_T2-100x50-S2-PS_Existing5,2,537.524,5000,1200,600,8095,6177,0.011082467,10.38190207,-0.194290776,0.020674591,0.583609329,0.483828227,0.347323898,0.198303668,0.194560675,0.00528502,0.00302391,0.0339778,0.000729362,0.076598494,0.00483319,0.00300893,0.033378,0.000253931,0.702977433
Building_T2-100x50-S2-PS_Existing6,2,527.355,5000,1200,600,8095,6177,0.016073515,10.68009416,0.149066021,0.0204864,0.482105523,0.400024165,0.287584877,0.164214856,0.288313231,0.00515562,0.00299899,0.0337285,0.001046853,0.11561696,0.00471773,0.00298736,0.033486,0.00037027,0.973403173
Building_T2-100x50-S2-PS_Existing7,2,542.046,5000,1200,600,8095,6177,0.023905463,9.528364005,0.160192917,-0.094251455,0.454300083,0.377305749,0.269619117,0.154464763,0.283087753,0.00507448,0.00293815,0.0335033,0.001014067,0.113473792,0.00466829,0.00295119,0.0332757,0.000360115,0.93567316
Building_T2-100x50-S2-PS_Existing8,2,604.335,5000,1200,600,8095,6177,0.044000925,10.98971825,-0.210700959,-0.036184878,0.61032009,0.50561466,0.363588648,0.207315649,0.169283661,0.00473241,0.00270776,0.030271,0.000568058,0.066558348,0.00431977,0.0026873,0.0296556,0.000197256,0.7343606
Building_T2-100x50-S2-PS_Existing9,2,566.671,5000,1200,600,8095,6177,0.015598044,9.768564029,0.027547384,0.130461813,0.559613192,0.463123792,0.334747627,0.189800078,0.235747194,0.00630541,0.00362853,0.0401208,0.001051639,0.092958284,0.00573209,0.00357692,0.039411,0.000364929,0.837672984
Building_T2-100x50-S2-PS_Existing10,2,583.722,5000,1200,600,8095,6177,0.011113406,10.80442214,0.091430416,0.142156584,0.553953898,0.45882949,0.331002508,0.18827719,0.244679983,0.00573655,0.00331234,0.0368875,0.000991206,0.097084011,0.00522867,0.00328018,0.036375,0.000346523,0.89070757
Building_T2-100x50-S3-PS_Existing1,3,956.597,10000,1200,600,12142.5,10036,0.022385859,10.57172347,0.014917694,-0.109425108,0.707371771,0.578834881,0.443536692,0.231080245,0.135972722,0.00417657,0.00224599,0.020064,0.000406966,0.052896118,0.00304659,0.00189154,0.0163799,0.000109607,0.536895064
Building_T2-100x50-S3-PS_Existing2,3,879.677,10000,1200,600,12142.5,10036,0.035438153,10.22314678,0.138259684,0.068706394,0.702642353,0.574095668,0.441863155,0.229938338,0.165625223,0.00526075,0.00284404,0.0249259,0.000624335,0.064355074,0.00380139,0.0023522,0.0200195,0.00016658,0.706033986
Building_T2-100x50-S3-PS_Existing3,3,922.851,10000,1200,600,12142.5,10036,0.03315,10.07227659,0.169333322,0.100683913,0.72267215,0.589758863,0.455244361,0.236502943,0.161352708,0.00554441,0.00299229,0.0259413,0.000641598,0.062394422,0.00398492,0.0024563,0.0197102,0.00016974,0.678668915
Building_T2-100x50-S3-PS_Existing4,3,973.141,10000,1200,600,12142.5,10036,0.014614417,11.95840508,0.210905511,-0.185127752,0.626738946,0.513134716,0.395579843,0.205414258,0.163093201,0.00348065,0.0019282,0.01669,0.000403662,0.064805295,0.00250814,0.00158651,0.0157958,0.000109253,0.667428657
Building_T2-100x50-S3-PS_Existing5,3,934.374,10000,1200,600,12142.5,10036,0.027002801,10.39588118,0.253597911,-0.058709385,0.645564382,0.528394622,0.405668308,0.210999476,0.173845365,0.00452709,0.0024654,0.0218435,0.000562285,0.068332781,0.00329298,0.00206231,0.0204648,0.00015225,0.698562628
Building_T2-100x50-S3-PS_Existing6,3,922.625,10000,1200,600,12142.5,10036,0.047086707,9.300213957,0.264971873,-0.12844209,0.611005937,0.500434141,0.383156743,0.199564171,0.1775265,0.00463938,0.00251548,0.0225585,0.000588954,0.069726229,0.00339175,0.00212335,0.0209271,0.000160124,0.732126187
Building_T2-100x50-S3-PS_Existing7,3,962.546,10000,1200,600,12142.5,10036,0.027277642,11.68462906,-0.144806059,0.128709227,0.869237691,0.709478849,0.543420389,0.28321201,0.110683959,0.0047133,0.00245448,0.02107,0.00037742,0.041952921,0.00343964,0.00208395,0.0140486,9.96E-05,0.526999845
Building_T2-100x50-S3-PS_Existing8,3,926.049,10000,1200,600,12142.5,10036,0.033463927,10.7353718,-0.059799676,-0.153316682,0.706805372,0.578009137,0.44442253,0.231275496,0.130332198,0.00395873,0.00214195,0.0188581,0.000369375,0.050780863,0.00286599,0.00178007,0.0156575,9.89E-05,0.546934754
