Index,NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,ForceAmplification,DispShift,1st Mode,2nd Mode,3rd Mode,4th Mode,Xpeakstrength,Xdrift@peakstrength,Xdrift@80%peakstrength,Xdrift@20%residualstrength,Xarea,Zpeakstrength,Zdrift@peakstrength,Zdrift@80%peakstrength,Zdrift@20%residualstrength,Zarea,CollapseMedian
Building_T2-100x50-S3-PS_Existing9,3,972.224,10000,1200,600,12142.5,10036,0.048995598,10.09108261,0.325879134,-0.055302938,0.638785112,0.523027571,0.400720113,0.208751843,0.176530996,0.00464319,0.00251696,0.022534,0.000586166,0.069319687,0.00338972,0.00212185,0.0208244,0.000159111,0.779335684
Building_T2-100x50-S3-PS_Existing10,3,928.734,10000,1200,600,12142.5,10036,0.014095779,9.413790709,0.268496153,-0.11846861,0.619404708,0.506254332,0.39031319,0.203101284,0.176806424,0.00475773,0.00260302,0.0226326,0.000600791,0.069432935,0.00342493,0.00214204,0.0208755,0.000160984,0.640811264
Building_T3-50x30-S2-GS_Existing1,2,182.368,1500,600,360,3784,2527.5,0.041394406,9.972301113,0.142502091,0.074935734,0.319037558,0.215100308,0.213057906,0.105151426,0.571775449,0.00575482,0.00319967,0.024146,0.002314243,0.325126996,0.00511259,0.00216319,0.0226783,0.001264858,1.497018654
Building_T3-50x30-S2-GS_Existing2,2,203.665,1500,600,360,3784,2527.5,0.019642005,11.07957224,-0.168431773,0.151670634,0.414501782,0.2808389,0.277874818,0.136435231,0.369624216,0.00561687,0.00311472,0.0225025,0.001459202,0.208183674,0.00490879,0.00206972,0.0205992,0.00077752,1.04379766
Building_T3-50x30-S2-GS_Existing3,2,190.781,1500,600,360,3784,2527.5,0.045664178,9.457196412,0.323320392,-0.006501392,0.292731744,0.197450641,0.195515983,0.096429138,0.634378518,0.00561611,0.00313285,0.0237571,0.002502369,0.361578643,0.00532549,0.00212828,0.0224621,0.001491248,1.590583595
Building_T3-50x30-S2-GS_Existing4,2,201.757,1500,600,360,3784,2527.5,0.046105325,11.32772949,0.213118001,0.027255111,0.319139562,0.217179446,0.214500172,0.105395635,0.549949553,0.00493343,0.00276864,0.0205727,0.00189979,0.313478392,0.00466513,0.00189078,0.0194426,0.001129408,1.505433601
Building_T3-50x30-S2-GS_Existing5,2,208.972,1500,600,360,3784,2527.5,0.022234921,11.08447534,-0.28652622,-0.06914443,0.405038681,0.273906112,0.271112122,0.133506411,0.309331897,0.00450322,0.00249327,0.018225,0.000980205,0.174417257,0.00394514,0.0016573,0.0167322,0.000523911,0.872398526
Building_T3-50x30-S2-GS_Existing6,2,210.79,1500,600,360,3784,2527.5,0.018917305,10.87588078,0.040703408,0.100963194,0.367571448,0.248713617,0.246042925,0.121158268,0.449170079,0.00545518,0.00303605,0.0223805,0.001720533,0.254405479,0.00482922,0.00203995,0.0208004,0.000934964,1.182893386
Building_T3-50x30-S2-GS_Existing7,2,206.677,1500,600,360,3784,2527.5,0.047307407,11.1315441,0.330073959,0.117196883,0.325424194,0.221867858,0.219404302,0.107088374,0.588322266,0.00548218,0.00308518,0.0227308,0.002256149,0.335136643,0.00518043,0.00210344,0.0214456,0.001340162,1.572435436
Building_T3-50x30-S2-GS_Existing8,2,195.656,1500,600,360,3784,2527.5,0.0141849,11.69978671,-0.193275423,-0.00022627,0.381146815,0.257762925,0.255100265,0.125727391,0.375018837,0.00458559,0.00254634,0.0188614,0.0012091,0.212385144,0.00406063,0.00170987,0.0175172,0.000656912,0.993509764
Building_T3-50x30-S2-GS_Existing9,2,178.413,1500,600,360,3784,2527.5,0.046585606,9.738385162,0.298601925,-0.024325133,0.280885817,0.189538751,0.187290023,0.092692728,0.6666352,0.0053476,0.00298295,0.0227932,0.002504399,0.380596352,0.00507394,0.00203368,0.0216508,0.001494568,1.662956545
Building_T3-50x30-S2-GS_Existing10,2,203.986,1500,600,360,3784,2527.5,0.032777201,10.87100879,0.189156142,-0.097620893,0.304901312,0.206544615,0.204419204,0.100606766,0.533653557,0.00447311,0.00250406,0.0188706,0.001673755,0.304522631,0.00423808,0.00171033,0.0178949,0.000997489,1.3266858
Building_T3-50x30-S3-GS_Existing1,3,297.4,3000,600,360,5832.75,4054.5,0.026637572,9.399711103,-0.080499375,-0.161039527,0.437543586,0.314994795,0.308552659,0.139076308,0.278958568,0.00412704,0.00224724,0.0133585,0.000803549,0.15649121,0.00323983,0.00149321,0.0117524,0.000374259,0.798086141
Building_T3-50x30-S3-GS_Existing2,3,334.08,3000,600,360,5832.75,4054.5,0.025908376,11.55846193,-0.104870857,0.062497241,0.529740371,0.379798443,0.372740229,0.167872319,0.240423713,0.00418983,0.00226591,0.0134158,0.000704665,0.134045399,0.00329365,0.00149198,0.0116392,0.000327453,0.825458568
Building_T3-50x30-S3-GS_Existing3,3,306.22,3000,600,360,5832.75,4054.5,0.043528686,10.71895338,-0.167880373,-0.146059078,0.470738152,0.33704186,0.330871224,0.148755013,0.245041199,0.00360887,0.00195796,0.0118413,0.000617767,0.137406005,0.00285293,0.00130483,0.010415,0.000289824,0.809612839
Building_T3-50x30-S3-GS_Existing4,3,334.374,3000,600,360,5832.75,4054.5,0.04626159,11.53534293,0.07931765,0.017380237,0.470737623,0.337519103,0.331344625,0.148790086,0.291663075,0.00401171,0.00217992,0.013229,0.000817374,0.163934986,0.00316624,0.0014589,0.0117129,0.000383193,0.978695942
Building_T3-50x30-S3-GS_Existing5,3,316.905,3000,600,360,5832.75,4054.5,0.028932108,10.87815073,0.252395188,-0.086632454,0.405829729,0.291262704,0.285835599,0.128643133,0.359264521,0.00386035,0.00210885,0.0129413,0.000966839,0.20331884,0.00307361,0.00142787,0.0116626,0.000460611,0.989626049
Building_T3-50x30-S3-GS_Existing6,3,330.544,3000,600,360,5832.75,4054.5,0.015497277,9.877511302,-0.307487749,0.116006588,0.614910544,0.44029758,0.432068403,0.194622983,0.184278399,0.0051069,0.00272097,0.0152933,0.000661433,0.100475586,0.00386238,0.0017118,0.0126038,0.000288562,0.667529352
Building_T3-50x30-S3-GS_Existing7,3,316.152,3000,600,360,5832.75,4054.5,0.043041924,9.981963576,-0.16817802,-0.153203507,0.481714448,0.345976585,0.339747157,0.15276576,0.236569925,0.0039053,0.00211868,0.0125121,0.000645249,0.132208099,0.00306621,0.00139902,0.0109061,0.00029999,0.769208532
Building_T3-50x30-S3-GS_Existing8,3,313.617,3000,600,360,5832.75,4054.5,0.026342721,10.38068158,0.170237005,-0.131738779,0.407455299,0.292178955,0.286898743,0.12912976,0.338846147,0.00382466,0.00208794,0.0128129,0.000903652,0.191491584,0.00304761,0.00140955,0.0115113,0.000430487,0.933951053
Building_T3-50x30-S3-GS_Existing9,3,315.794,3000,600,360,5832.75,4054.5,0.016675244,10.29955988,-0.33029911,0.162752016,0.619748108,0.442746018,0.434650812,0.195659169,0.186667416,0.00503983,0.00268192,0.0152703,0.000661307,0.101852093,0.00383439,0.00169869,0.0126352,0.000290583,0.69528397
Building_T3-50x30-S3-GS_Existing10,3,332.629,3000,600,360,5832.75,4054.5,0.024152359,10.65687912,-0.030850318,0.142644092,0.530526294,0.380190524,0.37329286,0.168008556,0.260768054,0.0048937,0.0026434,0.0154958,0.000892957,0.144969997,0.00384368,0.00172904,0.0133529,0.000413985,0.873969697
Building_T3-80x30-S2-GS_Existing1,2,289.846,2400,960,360,6146,4631.5,0.023550236,9.725572335,-0.293549492,0.051903503,0.412891645,0.308225258,0.271393207,0.146219829,0.35214439,0.00578938,0.00315745,0.0227499,0.001436519,0.208997671,0.0039864,0.00180801,0.0183748,0.000610159,0.954982285
Building_T3-80x30-S2-GS_Existing2,2,345.703,2400,960,360,6146,4631.5,0.035123579,11.42969888,-0.064786541,-0.078536393,0.369484664,0.277626019,0.244195591,0.130564307,0.394459825,0.00437457,0.00242237,0.0176608,0.001209287,0.236378105,0.00314189,0.0014203,0.0147166,0.000543926,1.051742023
Building_T3-80x30-S2-GS_Existing3,2,303.231,2400,960,360,6146,4631.5,0.012437894,11.62883839,0.187050258,0.127582316,0.339208054,0.253393636,0.222952112,0.120135542,0.572576165,0.00519458,0.00287203,0.0214879,0.002087457,0.344256313,0.00372625,0.00166355,0.0180695,0.000941555,1.314455558
Building_T3-80x30-S2-GS_Existing4,2,340.993,2400,960,360,6146,4631.5,0.048661886,10.58930078,0.296973361,0.1445723,0.350081697,0.263515818,0.231707417,0.123632231,0.555061019,0.00588432,0.00327109,0.0237816,0.002286009,0.332867191,0.00423893,0.00192321,0.01987,0.0010318,1.467188208
Building_T3-80x30-S2-GS_Existing5,2,322.973,2400,960,360,6146,4631.5,0.030210616,9.466454619,-0.291709678,-0.104461389,0.405290635,0.302979802,0.266895517,0.14347801,0.317115561,0.00509336,0.00278897,0.0199765,0.001135606,0.18829017,0.00351336,0.00160627,0.0161852,0.000483048,0.848197534
Building_T3-80x30-S2-GS_Existing6,2,341.691,2400,960,360,6146,4631.5,0.037125615,10.7644883,0.08776744,0.054199544,0.366497912,0.276034516,0.242687277,0.129363554,0.463920648,0.00534562,0.00297179,0.0214214,0.001735182,0.277746836,0.00384576,0.00175085,0.0178157,0.000780644,1.220714129
Building_T3-80x30-S2-GS_Existing7,2,310.863,2400,960,360,6146,4631.5,0.019443204,11.64942493,0.252996652,-0.174024395,0.285161821,0.213009429,0.187800155,0.101129599,0.592208947,0.00380453,0.00211385,0.0160342,0.00157843,0.357744545,0.00281445,0.00123189,0.0136415,0.000743644,1.283485011
Building_T3-80x30-S2-GS_Existing8,2,318.973,2400,960,360,6146,4631.5,0.014623156,9.244004716,-0.200818481,-0.157401351,0.366289161,0.275164153,0.241721393,0.129626173,0.363851194,0.00494273,0.00273113,0.0196242,0.001261518,0.217004765,0.00344352,0.00159135,0.0161167,0.000543387,0.874891838
Building_T3-80x30-S2-GS_Existing9,2,320.547,2400,960,360,6146,4631.5,0.040919268,10.23257731,0.00382543,-0.035504445,0.351838821,0.264484776,0.232869941,0.124314143,0.456555691,0.00512531,0.00284324,0.0206425,0.001638634,0.273477131,0.00368424,0.00166981,0.0171878,0.000737523,1.195941269
Building_T3-80x30-S2-GS_Existing10,2,311.371,2400,960,360,6146,4631.5,0.024877689,10.16506634,-0.035559627,0.139207135,0.379373131,0.282212237,0.249074177,0.134309641,0.449835826,0.00596327,0.00326119,0.0240571,0.001889922,0.268414746,0.00413956,0.0018592,0.0197631,0.000814851,1.170711
Building_T3-80x30-S3-GS_Existing1,3,547.017,4800,960,360,9383.25,6945,0.019163641,10.3805817,-0.041142824,-0.026622512,0.514885135,0.408636897,0.354174607,0.171969052,0.251821892,0.00430259,0.00231113,0.0135346,0.000756919,0.148554725,0.00307211,0.00152741,0.0107382,0.000321489,0.794742633
Building_T3-80x30-S3-GS_Existing2,3,490.865,4800,960,360,9383.25,6945,0.045562509,9.922501906,-0.001022615,0.154043029,0.520270656,0.412547246,0.357892179,0.173478989,0.291701576,0.00532282,0.00285128,0.0166296,0.001085694,0.171675815,0.00378221,0.00187717,0.0130563,0.000457947,0.989447778
Building_T3-80x30-S3-GS_Existing3,3,525.736,4800,960,360,9383.25,6945,0.037966314,10.94382944,0.383872705,-0.174661079,0.388583896,0.309445339,0.268393795,0.13006544,0.384060736,0.0035332,0.00192741,0.0116315,0.000943221,0.230289101,0.00268277,0.00131312,0.00971587,0.000437983,1.016726586
Building_T3-80x30-S3-GS_Existing4,3,501.967,4800,960,360,9383.25,6945,0.04120361,9.514807959,0.033569334,0.051929698,0.486584361,0.383915301,0.333314834,0.161698688,0.295771505,0.00494397,0.00265483,0.0158516,0.001022933,0.174463911,0.00350091,0.0017396,0.0125586,0.000430994,0.953413158
Building_T3-80x30-S3-GS_Existing5,3,484.08,4800,960,360,9383.25,6945,0.016172206,9.626867101,-0.331681979,-0.176899596,0.539014962,0.428209045,0.371181896,0.179631059,0.197290398,0.00395018,0.00211374,0.012111,0.000544684,0.11577903,0.00269558,0.0013963,0.00931405,0.000216313,0.625903627
Building_T3-80x30-S3-GS_Existing6,3,501.375,4800,960,360,9383.25,6945,0.044964171,10.02347519,-0.150115956,-0.193275614,0.473948431,0.374515795,0.325107558,0.157771946,0.244459229,0.00362302,0.00195326,0.0117293,0.000618203,0.144740354,0.00262838,0.00128553,0.00942211,0.00026959,0.781196688
Building_T3-80x30-S3-GS_Existing7,3,540.397,4800,960,360,9383.25,6945,0.026442534,11.20747927,0.009139631,-0.177247828,0.458125586,0.362828151,0.314975796,0.152811791,0.270660355,0.00334876,0.00180841,0.0109512,0.000631726,0.161144157,0.0024585,0.00120046,0.00895276,0.000280142,0.781260541
Building_T3-80x30-S3-GS_Existing8,3,488.331,4800,960,360,9383.25,6945,0.018524876,9.626524034,0.396886336,-0.071550583,0.38975964,0.308354846,0.267642749,0.129636353,0.416087799,0.00436415,0.00236348,0.0145699,0.001265934,0.248663671,0.0032734,0.00157106,0.0120404,0.000579808,1.049274288
Building_T3-80x30-S3-GS_Existing9,3,516.162,4800,960,360,9383.25,6945,0.033173468,9.433422221,-0.314869135,0.098451813,0.638036524,0.506545282,0.438536456,0.212639392,0.186583642,0.0053375,0.00282024,0.0155332,0.000698649,0.107835544,0.00354656,0.0018361,0.00897315,0.0002662,0.712914355
Building_T3-80x30-S3-GS_Existing10,3,489.381,4800,960,360,9383.25,6945,0.043270545,9.044319165,-0.157527832,-0.017469406,0.529540345,0.42127957,0.365085327,0.176560434,0.245810369,0.00504184,0.00270108,0.0153648,0.000865959,0.144137435,0.00344273,0.00178782,0.0117529,0.00034388,0.83040998
Building_T3-50x30-S2-PS_Existing1,2,196.464,1500,600,360,3784,2527.5,0.01911349,9.869226664,0.147671086,0.026799219,0.361295081,0.255751869,0.244069191,0.128579736,0.42344484,0.00584114,0.00362159,0.0369008,0.001693083,0.252927503,0.00547086,0.00285846,0.0344729,0.001014637,1.361204634
Building_T3-50x30-S2-PS_Existing2,2,203.613,1500,600,360,3784,2527.5,0.025848862,11.24902391,-0.219970661,0.102254089,0.46321251,0.327404563,0.312015555,0.164861731,0.275011055,0.00543323,0.00338311,0.0341338,0.001021858,0.162526032,0.00512525,0.00262315,0.0288786,0.000615159,1.122396293
Building_T3-50x30-S2-PS_Existing3,2,203.247,1500,600,360,3784,2527.5,0.020069075,11.41130142,-0.28966965,0.000601877,0.462703418,0.326885654,0.311857481,0.164658599,0.251039277,0.00485211,0.00302354,0.0305638,0.000832542,0.148460612,0.0045844,0.00235035,0.02602,0.000502494,0.985648875
Building_T3-50x30-S2-PS_Existing4,2,180.183,1500,600,360,3784,2527.5,0.031320464,9.099302308,-0.07795935,0.147397093,0.411321102,0.291497506,0.277746563,0.145958931,0.367783526,0.0071443,0.00439084,0.0441476,0.001805417,0.217622956,0.00663317,0.0034144,0.0376856,0.001063968,1.336069317
Building_T3-50x30-S2-PS_Existing5,2,204.709,1500,600,360,3784,2527.5,0.010200291,10.66363446,-0.387441079,0.151701954,0.536825794,0.378484812,0.360925677,0.190861406,0.211969967,0.00590582,0.00368501,0.0356275,0.000855839,0.123396499,0.00561519,0.00278646,0.027683,0.000517015,0.852110158
Building_T3-50x30-S2-PS_Existing6,2,199.317,1500,600,360,3784,2527.5,0.025087732,11.5093602,0.211618324,0.072192171,0.362319921,0.257016144,0.244740639,0.12884597,0.442005102,0.00531074,0.00326688,0.0332853,0.001610657,0.264869314,0.00492087,0.00259321,0.031527,0.000952803,1.558751018
Building_T3-50x30-S2-PS_Existing7,2,183.273,1500,600,360,3784,2527.5,0.040799539,9.781474733,-0.125900713,0.127210936,0.420708122,0.297940308,0.283955593,0.149438354,0.342996863,0.00651936,0.00401293,0.0403789,0.001535836,0.203089708,0.00606287,0.00312228,0.034677,0.000907337,1.351324582
Building_T3-50x30-S2-PS_Existing8,2,191.551,1500,600,360,3784,2527.5,0.028432478,11.26198254,0.1187186,-0.083247623,0.340096763,0.239043474,0.228224344,0.121494,0.42540105,0.00441236,0.00279249,0.028967,0.001273344,0.255379067,0.00423454,0.00222097,0.0276957,0.000791925,1.431454311
Building_T3-50x30-S2-PS_Existing9,2,208.893,1500,600,360,3784,2527.5,0.049253967,9.870759521,-0.283487511,-0.092937573,0.443030653,0.313458255,0.298016676,0.157655338,0.245857257,0.00515732,0.00318134,0.0319875,0.000870109,0.145050959,0.00481869,0.0024629,0.0266312,0.000516382,1.045190249
Building_T3-50x30-S2-PS_Existing10,2,185.603,1500,600,360,3784,2527.5,0.020135064,9.602726184,-0.067961858,-0.173913783,0.345993003,0.242521785,0.23164491,0.123427535,0.364310489,0.00461969,0.00291392,0.0303806,0.001144423,0.217785174,0.00443603,0.00230457,0.0286717,0.00071029,1.167195125
Building_T3-50x30-S3-PS_Existing1,3,296.023,3000,600,360,5832.75,4054.5,0.01015411,9.406404646,0.289517146,0.160787831,0.49027902,0.364062452,0.341203398,0.16279955,0.311622769,0.00659254,0.0039409,0.0301497,0.001426593,0.183443314,0.00546815,0.00270803,0.0242035,0.000737304,1.147373105
Building_T3-50x30-S3-PS_Existing2,3,321.152,3000,600,360,5832.75,4054.5,0.030037755,9.243671063,0.124504895,0.066671758,0.526795589,0.392005264,0.367148562,0.175353568,0.249036005,0.00623155,0.00372183,0.0278056,0.001078364,0.145632931,0.00513227,0.00252316,0.021354,0.000550766,1.035302361
Building_T3-50x30-S3-PS_Existing3,3,284.343,3000,600,360,5832.75,4054.5,0.046832383,9.303128565,-0.028255635,-0.157012851,0.469709198,0.348773445,0.32624485,0.156380029,0.245029454,0.00483559,0.00289169,0.0222119,0.000822073,0.144604865,0.00401827,0.00199623,0.0182102,0.000426391,1.026680697
Building_T3-50x30-S3-PS_Existing4,3,308.561,3000,600,360,5832.75,4054.5,0.0395136,9.035332506,0.13345394,0.182756912,0.536153242,0.396842764,0.372484369,0.177783315,0.260362256,0.00687258,0.00406581,0.0306311,0.001246363,0.151667913,0.00565331,0.00277308,0.0233148,0.000633633,1.129661535
Building_T3-50x30-S3-PS_Existing5,3,340.82,3000,600,360,5832.75,4054.5,0.018993678,11.41969723,0.10892845,-0.060316874,0.511853722,0.380377958,0.356914141,0.170318684,0.233655628,0.00442903,0.00265659,0.0202467,0.000717745,0.138137436,0.00368504,0.00183132,0.0168431,0.000373307,0.966513379
Building_T3-50x30-S3-PS_Existing6,3,300.454,3000,600,360,5832.75,4054.5,0.028016643,9.108513254,0.390308268,-0.190707146,0.39288736,0.292349631,0.273620424,0.130795819,0.334843717,0.00478842,0.00288479,0.0221411,0.001110049,0.199618168,0.0040136,0.00201224,0.0198862,0.000585235,1.158877118
Building_T3-50x30-S3-PS_Existing7,3,320.526,3000,600,360,5832.75,4054.5,0.026227509,10.35017565,-0.103853998,-0.165590337,0.520456428,0.38790549,0.362957254,0.173267058,0.199888621,0.00439999,0.00264207,0.0197583,0.000610073,0.11758317,0.00363867,0.00179961,0.0157632,0.000314251,0.840526912
Building_T3-50x30-S3-PS_Existing8,3,298.765,3000,600,360,5832.75,4054.5,0.021781525,10.11658739,0.331618956,0.170325532,0.482733456,0.358682237,0.335906819,0.160379405,0.319803371,0.00620915,0.00371897,0.028423,0.001378317,0.188896949,0.00516305,0.00256339,0.0234562,0.000715921,1.242642403
Building_T3-50x30-S3-PS_Existing9,3,332.53,3000,600,360,5832.75,4054.5,0.022548215,11.27843567,0.251145743,0.030071713,0.493224254,0.366800926,0.343807758,0.164186092,0.270543734,0.00492234,0.00295593,0.0225337,0.000923684,0.160174811,0.00409948,0.00203956,0.0189725,0.000481371,1.12418643
Building_T3-50x30-S3-PS_Existing10,3,303.541,3000,600,360,5832.75,4054.5,0.028664548,9.879701657,-0.302298817,-0.056790744,0.614229383,0.456716581,0.427443891,0.204160685,0.161686932,0.00515266,0.00305913,0.0213375,0.000580232,0.093369248,0.00419648,0.00203401,0.0159427,0.000290397,0.764811432
Building_T3-80x30-S2-PS_Existing1,2,330.879,2400,960,360,6146,4631.5,0.021007508,10.13200291,0.148232892,0.161362065,0.4577217,0.33656258,0.287206308,0.173375864,0.381403419,0.00626132,0.00395392,0.0406205,0.001621272,0.183629363,0.00624451,0.00329369,0.0399138,0.000831148,1.362565796
Building_T3-80x30-S2-PS_Existing2,2,344.879,2400,960,360,6146,4631.5,0.01645757,11.2981576,-0.361114237,-0.139190494,0.534048188,0.391493654,0.333984659,0.202830381,0.202244558,0.00412264,0.00259196,0.0267103,0.000567681,0.096158789,0.00410289,0.00211745,0.0260805,0.000288428,0.834348602
Building_T3-80x30-S2-PS_Existing3,2,287.708,2400,960,360,6146,4631.5,0.017477241,9.807255015,-0.189514311,-0.168330063,0.424052643,0.311072297,0.265258656,0.161405038,0.31035291,0.00457221,0.00288497,0.0301258,0.000964281,0.150086265,0.00456577,0.00240967,0.0296706,0.00049662,1.064096101
Building_T3-80x30-S2-PS_Existing4,2,294.186,2400,960,360,6146,4631.5,0.03513982,9.293517285,-0.046186235,0.038325209,0.448174913,0.329654678,0.281172682,0.169695563,0.355901617,0.00610072,0.00385283,0.039521,0.001474173,0.170984285,0.00608417,0.00320139,0.0387935,0.000754833,1.31123814
Building_T3-80x30-S2-PS_Existing5,2,328.098,2400,960,360,6146,4631.5,0.030041032,10.08900358,-0.200530549,-0.050434599,0.488424457,0.357632649,0.305305553,0.185746379,0.266558443,0.00507156,0.00318897,0.0330741,0.000920623,0.127250355,0.00504816,0.00261551,0.0323662,0.000468955,1.067675981
Building_T3-80x30-S2-PS_Existing6,2,300.486,2400,960,360,6146,4631.5,0.038066595,10.5063278,-0.011519133,0.172506113,0.467217317,0.342739548,0.292367417,0.177636677,0.361277534,0.00603958,0.00380939,0.0394677,0.001483893,0.173717757,0.00602431,0.00316021,0.0387636,0.000760562,1.463210994
Building_T3-80x30-S2-PS_Existing7,2,313.855,2400,960,360,6146,4631.5,0.040636101,9.313416566,-0.299013276,0.072368894,0.549312597,0.402697141,0.344446997,0.207151431,0.241729365,0.00634088,0.00395981,0.0399361,0.001046866,0.113009294,0.00624917,0.00316637,0.0385782,0.000519953,1.018401414
Building_T3-80x30-S2-PS_Existing8,2,312.615,2400,960,360,6146,4631.5,0.047753514,9.460431758,0.116043193,0.195322303,0.458771757,0.337611715,0.288727099,0.172399837,0.391601788,0.00716617,0.00441814,0.0448861,0.001924349,0.187868148,0.00705787,0.00367704,0.0439444,0.000965486,1.54965481
Building_T3-80x30-S2-PS_Existing9,2,297.865,2400,960,360,6146,4631.5,0.03730815,9.409616608,-0.133136317,0.19075147,0.506760569,0.372093571,0.318148893,0.191139746,0.317098733,0.00701472,0.0043759,0.0443622,0.001519315,0.150209336,0.00690052,0.00356993,0.0431636,0.000757439,1.255856633
Building_T3-80x30-S2-PS_Existing10,2,289.99,2400,960,360,6146,4631.5,0.022498208,9.136680949,-0.250832757,0.017280734,0.496148639,0.363872721,0.31077323,0.188016455,0.281576099,0.0060571,0.00381041,0.0389508,0.001160427,0.133470923,0.00602508,0.00310439,0.0379742,0.000588366,1.028975194
Building_T3-80x30-S3-PS_Existing1,3,466.542,4800,960,360,9383.25,6945,0.038189508,9.596808595,-0.331591426,0.070788954,0.758937777,0.565546439,0.488008983,0.263544931,0.151647093,0.00571209,0.00332417,0.0242173,0.000604977,0.067644922,0.0052398,0.00242572,0.0220789,0.000264851,0.74034211
Building_T3-80x30-S3-PS_Existing2,3,470.351,4800,960,360,9383.25,6945,0.011475941,9.438226117,0.336020526,-0.043914217,0.503256193,0.376713395,0.325089716,0.17527652,0.311508437,0.00527418,0.00314218,0.0251464,0.001138703,0.149388748,0.0050788,0.0026716,0.0244996,0.000548012,1.112411633
Building_T3-80x30-S3-PS_Existing3,3,475.83,4800,960,360,9383.25,6945,0.012095894,10.0848706,0.373387807,-0.167487143,0.464068079,0.347398585,0.29972646,0.161293318,0.318386514,0.00426022,0.00253932,0.0206354,0.000939326,0.154327104,0.00413378,0.00219946,0.0202335,0.000458961,1.091486432
Building_T3-80x30-S3-PS_Existing4,3,493.055,4800,960,360,9383.25,6945,0.031679928,9.475514136,0.397601111,0.119654661,0.547891465,0.409993095,0.35353556,0.190723306,0.309306929,0.0061121,0.00362631,0.0290909,0.00131188,0.14694022,0.00585216,0.00303026,0.0281928,0.000624022,1.241904278
Building_T3-80x30-S3-PS_Existing5,3,501.544,4800,960,360,9383.25,6945,0.044577845,9.999177391,0.108081244,-0.080005401,0.564781671,0.422647905,0.364896824,0.196595824,0.241095862,0.00479573,0.00284988,0.0226774,0.000801994,0.114551312,0.0045888,0.00238278,0.0219772,0.00038118,1.080630593
Building_T3-80x30-S3-PS_Existing6,3,521.281,4800,960,360,9383.25,6945,0.026401768,10.04159578,-0.092299047,0.071559133,0.680241181,0.507365728,0.437339505,0.236211576,0.186925892,0.00539611,0.0031497,0.0254482,0.000703211,0.085948795,0.00505954,0.00245567,0.0242483,0.000320939,0.844921644
Building_T3-80x30-S3-PS_Existing7,3,551.207,4800,960,360,9383.25,6945,0.04745565,11.69676429,-0.172977365,0.150828588,0.757951839,0.565259144,0.4871446,0.262612718,0.160474228,0.0049723,0.00289228,0.0228576,0.000557098,0.073241702,0.00463806,0.0022195,0.0220878,0.000251711,0.895524141
Building_T3-80x30-S3-PS_Existing8,3,481.137,4800,960,360,9383.25,6945,0.024746208,10.68763114,0.106854897,0.144856462,0.614872855,0.459017396,0.39674742,0.213919598,0.250013952,0.00554271,0.00328193,0.0262224,0.000962372,0.117849461,0.00527903,0.00270057,0.0252902,0.000453018,1.114720874
Building_T3-80x30-S3-PS_Existing9,3,498.044,4800,960,360,9383.25,6945,0.044805828,10.53322418,-0.065801144,0.063625084,0.667573196,0.49996766,0.43151954,0.232511884,0.202621861,0.00534871,0.00317321,0.0246056,0.000752622,0.094365729,0.00504452,0.00255867,0.0235244,0.000347788,1.017257609
