Index,NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,ForceAmplification,DispShift,1st Mode,2nd Mode,3rd Mode,4th Mode,Xpeakstrength,Xdrift@peakstrength,Xdrift@80%peakstrength,Xdrift@20%residualstrength,Xarea,Zpeakstrength,Zdrift@peakstrength,Zdrift@80%peakstrength,Zdrift@20%residualstrength,Zarea,CollapseMedian
Building_T3-80x30-S3-PS_Existing10,3,514.884,4800,960,360,9383.25,6945,0.01915314,10.69270175,-0.060848059,0.000782398,0.648846281,0.485666275,0.418732025,0.225833432,0.197447769,0.00487699,0.00288649,0.0228162,0.000669175,0.092349419,0.00461705,0.00234178,0.0218805,0.000311382,0.888772381
Building_T4-60x50-S2-GS_Existing1,2,415.537,3000,720,600,7220,4695.75,0.018466276,11.6413387,0.36495703,0.057219284,0.280354611,0.256539491,0.22846637,0.112291926,0.363917064,0.00487954,0.00260365,0.0194088,0.001260237,0.462833418,0.00551698,0.00277782,0.0190711,0.001819068,1.256233294
Building_T4-60x50-S2-GS_Existing2,2,406.816,3000,720,600,7220,4695.75,0.013100095,11.69265129,0.026662321,0.041094597,0.317250789,0.290380319,0.258644202,0.126970559,0.277823881,0.00475511,0.00253022,0.0185416,0.000937915,0.353755302,0.00540463,0.00270351,0.0183602,0.001364683,1.039307823
Building_T4-60x50-S2-GS_Existing3,2,388.983,3000,720,600,7220,4695.75,0.028953851,11.75943105,0.108301391,-0.061296816,0.286399766,0.26198703,0.233645029,0.114008596,0.315552636,0.0043312,0.00232232,0.0170684,0.00096767,0.4013511,0.00489395,0.0024759,0.0167774,0.001396393,1.180989533
Building_T4-60x50-S2-GS_Existing4,2,371.84,3000,720,600,7220,4695.75,0.026761731,10.6404039,0.267574304,-0.117740874,0.253556458,0.232064329,0.207193606,0.100529151,0.378738119,0.00452183,0.0024363,0.0179753,0.001210919,0.481451199,0.00510129,0.00259167,0.0176012,0.001744243,1.285628885
Building_T4-60x50-S2-GS_Existing5,2,358.412,3000,720,600,7220,4695.75,0.029443228,9.10617968,-0.381498654,-0.074332267,0.357798277,0.327500438,0.291046825,0.143647319,0.186227665,0.00533367,0.00274745,0.0195565,0.00071121,0.237956994,0.00609448,0.00295986,0.0198023,0.001043229,0.810721691
Building_T4-60x50-S2-GS_Existing6,2,421.458,3000,720,600,7220,4695.75,0.041537193,11.48801835,-0.059541359,0.165846757,0.360270656,0.329345631,0.293801692,0.143355916,0.243553519,0.00545624,0.00288483,0.0204567,0.000944075,0.310569748,0.00620725,0.00309245,0.0204627,0.001377474,1.116510072
Building_T4-60x50-S2-GS_Existing7,2,395.577,3000,720,600,7220,4695.75,0.031401315,10.71140449,-0.073116152,0.156061304,0.346714084,0.317308473,0.282419332,0.138789478,0.255631958,0.00575756,0.00303025,0.021688,0.001047485,0.326009068,0.00655372,0.00324994,0.0217034,0.001528587,1.085013437
Building_T4-60x50-S2-GS_Existing8,2,364.013,3000,720,600,7220,4695.75,0.039756783,9.335794506,-0.054539404,-0.026772948,0.298467093,0.273221975,0.242865226,0.119921307,0.284791744,0.00548113,0.00287491,0.0212973,0.001113104,0.362879348,0.00624346,0.00308038,0.021192,0.001623129,1.131192155
Building_T4-60x50-S2-GS_Existing9,2,399.548,3000,720,600,7220,4695.75,0.043858815,10.8912398,-0.124359656,0.144736306,0.355708367,0.325389806,0.289412037,0.142696771,0.238704146,0.00556769,0.00291215,0.0209623,0.000947858,0.304501567,0.00634286,0.00312612,0.0210141,0.001383962,1.084326583
Building_T4-60x50-S2-GS_Existing10,2,381.732,3000,720,600,7220,4695.75,0.045438227,11.56711483,0.1338339,-0.187636184,0.255738268,0.234164378,0.208317902,0.102773442,0.330177465,0.00373775,0.00198957,0.0151956,0.000876969,0.41969109,0.004226,0.00212359,0.0148666,0.001264355,1.250151673
Building_T4-60x50-S3-GS_Existing1,3,580.447,6000,720,600,11079,7124.5,0.021326777,9.623514539,0.114225768,-0.004723089,0.401627541,0.365035109,0.330025084,0.144569108,0.208050544,0.00471889,0.00244478,0.01427,0.000692958,0.265640384,0.00503414,0.00256297,0.0141799,0.000941052,0.889326786
Building_T4-60x50-S3-GS_Existing2,3,594.475,6000,720,600,11079,7124.5,0.031173258,9.233075355,0.033857074,-0.074379281,0.411071464,0.373254457,0.338002976,0.147536886,0.187878812,0.00465836,0.0024144,0.0137478,0.000617457,0.240022275,0.0049547,0.00252873,0.013691,0.000836665,0.853570267
Building_T4-60x50-S3-GS_Existing3,3,668.806,6000,720,600,11079,7124.5,0.022686977,11.79967227,-0.390751153,-0.134351111,0.541146015,0.491983598,0.443844671,0.194249659,0.096503149,0.00329629,0.00166778,0.00935139,0.000225827,0.123729337,0.00347298,0.00177482,0.00949489,0.000301726,0.557834163
Building_T4-60x50-S3-GS_Existing4,3,596.398,6000,720,600,11079,7124.5,0.032255997,9.191953965,-0.152730268,0.050229885,0.479471701,0.435482904,0.393791523,0.17224229,0.150508323,0.00517892,0.00262572,0.0146046,0.000553308,0.192976212,0.00544757,0.00278338,0.014823,0.000738311,0.780318431
Building_T4-60x50-S3-GS_Existing5,3,611.124,6000,720,600,11079,7124.5,0.023102756,9.680286264,-0.124885485,-0.191274643,0.419297128,0.380997742,0.344561284,0.150917853,0.154608219,0.00381153,0.00196742,0.0113768,0.000416269,0.197548175,0.00406786,0.0020674,0.0113449,0.000565811,0.685442013
Building_T4-60x50-S3-GS_Existing6,3,675.806,6000,720,600,11079,7124.5,0.044010266,11.86265315,-0.30709097,0.155679558,0.598393716,0.543287313,0.491565001,0.214431845,0.10724408,0.00442054,0.00221164,0.0119827,0.00033735,0.137855617,0.00462642,0.00236573,0.0122874,0.000447476,0.721094778
Building_T4-60x50-S3-GS_Existing7,3,589.423,6000,720,600,11079,7124.5,0.032661055,10.67224487,0.180833931,0.145181766,0.42031437,0.381857081,0.345322393,0.150812828,0.217179062,0.00483259,0.00249753,0.0147687,0.000741099,0.277276326,0.00516845,0.0026356,0.0146773,0.00100885,1.027365629
Building_T4-60x50-S3-GS_Existing8,3,653.292,6000,720,600,11079,7124.5,0.011537535,11.65281917,0.351035293,0.014652957,0.393243009,0.357061474,0.323320146,0.141087135,0.226372284,0.00405212,0.00212738,0.0125135,0.000645397,0.288527179,0.00430138,0.00221577,0.0122968,0.000870796,0.937359582
Building_T4-60x50-S3-GS_Existing9,3,563.091,6000,720,600,11079,7124.5,0.0201982,9.355905914,-0.328503502,0.150265244,0.549956736,0.499293945,0.451955912,0.197361882,0.123848192,0.00546324,0.00270158,0.0147226,0.000482869,0.159436954,0.00574145,0.00292116,0.0151984,0.000643639,0.692207014
Building_T4-60x50-S3-GS_Existing10,3,634.15,6000,720,600,11079,7124.5,0.01467618,11.55708436,0.345912846,-0.115456254,0.357078887,0.324718273,0.293488671,0.128248758,0.233511415,0.00348687,0.00182985,0.011153,0.000572828,0.297352235,0.00370859,0.00191162,0.0109066,0.000773376,0.900193305
Building_T4-100x50-S2-GS_Existing1,2,559.2,5000,1200,600,7924.75,7460,0.014870916,9.581564364,0.145548317,-0.147147445,0.27600916,0.245604221,0.230535965,0.110636093,0.385144655,0.00474247,0.00256823,0.0190101,0.001288166,0.303523364,0.00516963,0.00263968,0.0177293,0.00110992,0.998317143
Building_T4-100x50-S2-GS_Existing2,2,625.824,5000,1200,600,7924.75,7460,0.01792888,10.97241546,-0.183316545,0.026873248,0.388847901,0.346001974,0.325265216,0.15412844,0.241978938,0.00512584,0.00277412,0.0190059,0.000873089,0.189945122,0.0055111,0.00283577,0.0176468,0.000737085,0.820145145
Building_T4-100x50-S2-GS_Existing3,2,590.273,5000,1200,600,7924.75,7460,0.013351965,10.52406151,-0.339220305,0.180838913,0.445727868,0.39662235,0.372616328,0.177939806,0.204660364,0.00604807,0.00319481,0.0215478,0.000877788,0.159974212,0.00645172,0.00325794,0.0199248,0.000730465,0.758867008
Building_T4-100x50-S2-GS_Existing4,2,550.21,5000,1200,600,7924.75,7460,0.029553253,11.25671023,0.054678883,0.109066725,0.329067729,0.293268448,0.275454735,0.13161911,0.358999337,0.00532532,0.00289328,0.0207651,0.001346252,0.282596263,0.00575091,0.00297194,0.0193397,0.00114481,1.128068261
Building_T4-100x50-S2-GS_Existing5,2,607.834,5000,1200,600,7924.75,7460,0.038313317,9.19163506,-0.131762618,0.136993954,0.38958256,0.346769999,0.325981079,0.154889679,0.262933324,0.00673696,0.00360529,0.0244017,0.001251238,0.205931037,0.00722601,0.00368145,0.0226094,0.001051076,0.952947407
Building_T4-100x50-S2-GS_Existing6,2,567.157,5000,1200,600,7924.75,7460,0.0305187,9.973883215,0.348319695,-0.120489267,0.260092978,0.231685536,0.21754523,0.104285557,0.448335011,0.00471741,0.00256633,0.0190978,0.001489657,0.353685431,0.00514019,0.00264578,0.0178318,0.001283999,1.210610971
Building_T4-100x50-S2-GS_Existing7,2,580.249,5000,1200,600,7924.75,7460,0.030424788,10.47561327,-0.269682021,0.181068421,0.428376308,0.38169844,0.359074278,0.16814958,0.231330082,0.00621817,0.00334381,0.022177,0.001013495,0.181100181,0.006669,0.00341359,0.0205444,0.000851451,0.885891698
Building_T4-100x50-S2-GS_Existing8,2,537.061,5000,1200,600,7924.75,7460,0.028515221,9.772507921,0.208795762,0.129283892,0.305077623,0.271428784,0.254962955,0.122275305,0.421535639,0.00619702,0.00335326,0.0243193,0.001842092,0.33181805,0.00669644,0.00344103,0.0226514,0.001567267,1.228018593
Building_T4-100x50-S2-GS_Existing9,2,525.902,5000,1200,600,7924.75,7460,0.031640527,10.10922167,0.147625166,0.199352404,0.32077787,0.285609246,0.268212583,0.12842754,0.408080658,0.00639821,0.00346894,0.0248427,0.001839878,0.321095636,0.00690262,0.00355934,0.0231254,0.00156179,1.24930242
Building_T4-100x50-S2-GS_Existing10,2,558.109,5000,1200,600,7924.75,7460,0.046241419,9.465053208,-0.390518963,0.071940487,0.434439119,0.386340495,0.363179527,0.172269413,0.199308207,0.00617246,0.00327117,0.0216634,0.000870615,0.155724935,0.00658022,0.00333729,0.0200267,0.000724012,0.802067905
Building_T4-100x50-S3-GS_Existing1,3,933.461,10000,1200,600,11972.25,11319,0.028059547,9.771243275,0.233278126,-0.060264403,0.418280564,0.373245632,0.353940651,0.150446806,0.24484299,0.00457002,0.00243357,0.013773,0.000783645,0.192124192,0.00466921,0.0024595,0.0126691,0.000622417,0.855132739
Building_T4-100x50-S3-GS_Existing2,3,940.428,10000,1200,600,11972.25,11319,0.046621382,9.627829594,0.390979815,0.08654189,0.418723005,0.373408798,0.353818293,0.150720855,0.273635755,0.005229,0.00275617,0.0159577,0.001002798,0.214630704,0.00536673,0.00279689,0.0146895,0.000800518,1.035945464
Building_T4-100x50-S3-GS_Existing3,3,903.533,10000,1200,600,11972.25,11319,0.030341266,9.281075169,0.231658708,0.059406631,0.436579032,0.389479556,0.369328054,0.15698302,0.251260487,0.00539799,0.00285969,0.016012,0.000950629,0.196856604,0.00551307,0.00288727,0.0147134,0.000754034,0.897864159
Building_T4-100x50-S3-GS_Existing4,3,988.556,10000,1200,600,11972.25,11319,0.034935216,9.832971764,0.047001879,0.14907545,0.515924161,0.460441069,0.436504962,0.185278127,0.19264438,0.00548041,0.00285679,0.0156326,0.000742005,0.150354171,0.00557758,0.00288902,0.0143179,0.000584171,0.845108571
Building_T4-100x50-S3-GS_Existing5,3,943.547,10000,1200,600,11972.25,11319,0.011177074,10.30098304,0.354340745,0.089784826,0.430090821,0.383424325,0.363638333,0.154556377,0.265906731,0.00502683,0.00267269,0.0151305,0.000936822,0.208643529,0.00512904,0.0026998,0.0139139,0.000742806,0.931017252
Building_T4-100x50-S3-GS_Existing6,3,931.659,10000,1200,600,11972.25,11319,0.049980857,9.32588757,-0.189811678,0.03137355,0.538968953,0.481067211,0.455882721,0.193732806,0.156846675,0.00513214,0.00264848,0.0143486,0.000566956,0.122105363,0.00520331,0.00268202,0.0131191,0.000443031,0.730984049
Building_T4-100x50-S3-GS_Existing7,3,1018.493,10000,1200,600,11972.25,11319,0.026541563,11.80395944,0.185492783,0.190390055,0.500595009,0.446038189,0.42299802,0.179784315,0.214258317,0.00480398,0.00254106,0.0141102,0.000722409,0.167813829,0.00489047,0.00256142,0.0129456,0.000570497,0.89676491
Building_T4-100x50-S3-GS_Existing8,3,936.662,10000,1200,600,11972.25,11319,0.038702463,10.540895,0.331959191,0.182420243,0.442835519,0.394969664,0.374198449,0.159364722,0.262747655,0.00514898,0.00270738,0.0157516,0.000948994,0.206016864,0.00528685,0.00275428,0.014495,0.000757635,1.031079981
Building_T4-100x50-S3-GS_Existing9,3,910.645,10000,1200,600,11972.25,11319,0.013718122,9.373535591,-0.282653961,-0.005697108,0.554145609,0.494264393,0.468464016,0.199166997,0.141545331,0.00491279,0.00252445,0.0135948,0.000490526,0.11008237,0.00497779,0.00255473,0.0124186,0.000382779,0.609420374
Building_T4-100x50-S3-GS_Existing10,3,1033.05,10000,1200,600,11972.25,11319,0.043675297,11.54478407,-0.281534803,0.02720771,0.59806237,0.532230664,0.504458278,0.214902121,0.125393208,0.00412013,0.00212334,0.0115287,0.00036415,0.097628199,0.00417559,0.00214741,0.0105354,0.000284382,0.652433142
Building_T4-60x50-S2-PS_Existing1,2,345.533,3000,720,600,7220,4695.75,0.038233795,9.01843585,0.233774125,0.06701818,0.32602417,0.313914507,0.254912003,0.130471354,0.291521554,0.00646305,0.00395792,0.0414978,0.00129929,0.308837304,0.0073257,0.0044068,0.0433626,0.001557368,1.672876752
Building_T4-60x50-S2-PS_Existing2,2,351.738,3000,720,600,7220,4695.75,0.037795337,9.573603029,0.084665841,-0.011148562,0.33325524,0.320051691,0.260485061,0.134698047,0.251663556,0.00550546,0.00335333,0.0361081,0.000958644,0.266623859,0.00626626,0.00373928,0.0377368,0.001153594,1.48113278
Building_T4-60x50-S2-PS_Existing3,2,363.851,3000,720,600,7220,4695.75,0.014920197,10.54682821,0.361139217,-0.11744349,0.289067292,0.278409326,0.22633828,0.11551105,0.309190147,0.00463055,0.00283175,0.0299198,0.000987316,0.327515043,0.0051901,0.00314666,0.0310357,0.001165254,1.526822254
Building_T4-60x50-S2-PS_Existing4,2,369.785,3000,720,600,7220,4695.75,0.039705689,10.19479734,-0.205185552,0.036802338,0.419826378,0.404600253,0.328250723,0.166280322,0.172632857,0.00568746,0.00340187,0.0350029,0.00068362,0.182939308,0.00636468,0.00379104,0.0368061,0.00080516,1.160525116
Building_T4-60x50-S2-PS_Existing5,2,367.357,3000,720,600,7220,4695.75,0.010222823,9.98341335,-0.251356816,0.125976975,0.441557318,0.424933838,0.344667542,0.176985378,0.16215167,0.00609502,0.00367806,0.0364805,0.000686721,0.171842872,0.0069425,0.00410413,0.040433,0.000828609,0.970374757
Building_T4-60x50-S2-PS_Existing6,2,350.508,3000,720,600,7220,4695.75,0.029422469,10.80870919,-0.15149489,-0.146300892,0.349888624,0.336365222,0.273575913,0.141120439,0.197755506,0.00424591,0.00259391,0.0276789,0.000579785,0.209514042,0.00482631,0.00289225,0.0289217,0.000697006,1.205965636
Building_T4-60x50-S2-PS_Existing7,2,361.202,3000,720,600,7220,4695.75,0.031326092,10.21970926,0.116856792,-0.171126704,0.304758676,0.293066699,0.238021113,0.122981861,0.2544451,0.004365,0.00267717,0.0287135,0.000765464,0.269532492,0.00495492,0.00298058,0.029901,0.000918444,1.395834953
Building_T4-60x50-S2-PS_Existing8,2,346.777,3000,720,600,7220,4695.75,0.024809845,9.968452631,0.237216855,0.063942307,0.321862362,0.309349235,0.251510901,0.129980583,0.292357962,0.00573231,0.00350682,0.0375552,0.00115686,0.309717891,0.00651708,0.00390706,0.0391772,0.001390675,1.567954217
Building_T4-60x50-S2-PS_Existing9,2,393.995,3000,720,600,7220,4695.75,0.040364002,10.49998945,-0.269762666,-0.096183706,0.418278061,0.402945246,0.326937558,0.166404428,0.1490208,0.00474834,0.00286919,0.0296142,0.000490966,0.157907689,0.00535114,0.00319323,0.0311567,0.000583973,1.043897249
Building_T4-60x50-S2-PS_Existing10,2,361.55,3000,720,600,7220,4695.75,0.04141404,9.949755845,-0.147785107,0.185605814,0.419772595,0.403310162,0.327943147,0.169297221,0.188596556,0.0063591,0.00383287,0.0400625,0.000834205,0.199856709,0.00724868,0.0042828,0.0428353,0.00100604,1.290941063
Building_T4-60x50-S3-PS_Existing1,3,588.422,6000,720,600,11079,7124.5,0.031077605,10.87561612,0.011792448,-0.034948131,0.505265179,0.491313064,0.395254886,0.181549007,0.137412085,0.00457158,0.00262179,0.0208481,0.000442082,0.145619698,0.00480679,0.0027614,0.0221808,0.000487701,1.016726981
Building_T4-60x50-S3-PS_Existing2,3,634.683,6000,720,600,11079,7124.5,0.041351996,9.573179332,0.045528762,-0.003871867,0.524306338,0.509905087,0.409758499,0.188642059,0.129864739,0.00536582,0.00304826,0.0223868,0.000492042,0.137643326,0.00563569,0.00321336,0.0257413,0.000542294,1.008678709
Building_T4-60x50-S3-PS_Existing3,3,628.075,6000,720,600,11079,7124.5,0.019257324,10.6697382,-0.360685009,-0.115492909,0.625698274,0.608491079,0.488626312,0.224654175,0.078508148,0.00418554,0.00233077,0.0157112,0.000233319,0.083225202,0.00441762,0.0024698,0.0201266,0.000258639,0.639065714
Building_T4-60x50-S3-PS_Existing4,3,612.25,6000,720,600,11079,7124.5,0.047341376,9.273153213,0.259060776,0.160895098,0.510349119,0.496443575,0.398872027,0.183638578,0.162557558,0.00652383,0.00372634,0.0274417,0.000747592,0.17228459,0.00684711,0.00392001,0.0310813,0.000823658,1.24565193
Building_T4-60x50-S3-PS_Existing5,3,629.832,6000,720,600,11079,7124.5,0.010761642,9.851316105,-0.10530779,-0.172434615,0.51028398,0.496099148,0.399166438,0.183402948,0.112523975,0.00426829,0.00242236,0.0185699,0.000338932,0.119252829,0.00449869,0.00256085,0.0208193,0.000374883,0.741486307
Building_T4-60x50-S3-PS_Existing6,3,646.484,6000,720,600,11079,7124.5,0.04185379,9.440662572,-0.378923068,-0.002110604,0.692328665,0.673157282,0.540507107,0.24862339,0.07152039,0.00529807,0.00286561,0.0170045,0.000271169,0.075835694,0.00560659,0.00305245,0.0222989,0.000301693,0.653960005
Building_T4-60x50-S3-PS_Existing7,3,655.352,6000,720,600,11079,7124.5,0.047691177,11.18898938,-0.277664592,0.149316053,0.687536944,0.668464255,0.536834023,0.246817232,0.083799758,0.00515916,0.00283863,0.0181195,0.000308059,0.088846394,0.00545457,0.00301544,0.0245177,0.000342294,0.835264126
Building_T4-60x50-S3-PS_Existing8,3,639.994,6000,720,600,11079,7124.5,0.03759978,11.92544757,0.244621054,0.091435859,0.505716025,0.49182245,0.395835673,0.181710192,0.156248787,0.00475469,0.00273876,0.0220899,0.000522272,0.165568873,0.0049865,0.00287923,0.0229983,0.000574492,1.282011931
Building_T4-60x50-S3-PS_Existing9,3,684.141,6000,720,600,11079,7124.5,0.016279655,11.96966783,-0.136603681,0.179339322,0.648882819,0.631024964,0.507049421,0.233079566,0.097736912,0.00500313,0.00279941,0.0191,0.00034683,0.103609857,0.00527551,0.00296331,0.0240113,0.000384156,0.851907712
Building_T4-60x50-S3-PS_Existing10,3,633.053,6000,720,600,11079,7124.5,0.030139421,11.18125901,0.081924543,0.142081974,0.548026703,0.532816114,0.42841076,0.196977445,0.135284891,0.00520167,0.002952,0.0224835,0.000496758,0.143374691,0.00547912,0.00311909,0.0253069,0.000549159,1.119846783
Building_T4-100x50-S2-PS_Existing1,2,576.967,5000,1200,600,7924.75,7460,0.013480078,10.18933523,-0.336292888,0.00049499,0.533056897,0.423343529,0.393636005,0.215995724,0.15334715,0.00528339,0.00327274,0.033604,0.000556094,0.096679904,0.00580278,0.00346872,0.0343626,0.000388714,0.809597552
Building_T4-100x50-S2-PS_Existing2,2,595.57,5000,1200,600,7924.75,7460,0.01352014,10.51210036,0.237452618,-0.002479657,0.394652669,0.313861669,0.291906143,0.160217321,0.284499073,0.00514107,0.00322755,0.0336916,0.0009961,0.182509075,0.00565596,0.00346503,0.0344078,0.000705966,1.260403341
Building_T4-100x50-S2-PS_Existing3,2,588.969,5000,1200,600,7924.75,7460,0.046357967,10.78656899,0.079598376,-0.023056968,0.415505969,0.330580798,0.30762149,0.168705025,0.250369507,0.00489994,0.00307334,0.0320424,0.000836388,0.160366712,0.00538643,0.00329207,0.0327241,0.000591471,1.388506659
Building_T4-100x50-S2-PS_Existing4,2,616.503,5000,1200,600,7924.75,7460,0.031216486,11.09424181,-0.239505715,-0.110597658,0.486686092,0.386732989,0.359719601,0.195801623,0.166734902,0.00438916,0.00273727,0.0280014,0.000500163,0.106078288,0.00480495,0.00291988,0.0285999,0.000350347,0.964084001
Building_T4-100x50-S2-PS_Existing5,2,538.189,5000,1200,600,7924.75,7460,0.010274969,9.304447985,-0.046835527,-0.066978104,0.417285805,0.33162423,0.308408889,0.167843447,0.240728014,0.00553392,0.00344429,0.0353356,0.000911047,0.153717187,0.00602486,0.00368269,0.0360439,0.000634405,1.058198946
Building_T4-100x50-S2-PS_Existing6,2,563.2,5000,1200,600,7924.75,7460,0.038986085,10.10694376,-0.385390746,-0.119855482,0.508957195,0.404278014,0.375887098,0.207022272,0.146022546,0.00465168,0.00287793,0.0299289,0.000466446,0.09229201,0.00511073,0.00305627,0.0305836,0.000326581,0.862762687
Building_T4-100x50-S2-PS_Existing7,2,607.065,5000,1200,600,7924.75,7460,0.013678114,11.66014368,-0.184800332,-0.018670375,0.492292016,0.391331657,0.364116917,0.197930111,0.181787616,0.00462702,0.00288186,0.0294775,0.000574994,0.115774482,0.00505212,0.0030779,0.0300879,0.000401422,0.961695726
Building_T4-100x50-S2-PS_Existing8,2,606.527,5000,1200,600,7924.75,7460,0.020697357,11.33388645,0.000981032,0.069642217,0.456399705,0.362873591,0.33749836,0.185793392,0.224250488,0.00506169,0.00315937,0.0331204,0.000775928,0.143151197,0.00557002,0.003379,0.0338322,0.000548,1.191371872
Building_T4-100x50-S2-PS_Existing9,2,535.184,5000,1200,600,7924.75,7460,0.019461603,10.07787219,-0.24867335,0.011425313,0.483458278,0.38439378,0.357464995,0.196596401,0.188912086,0.00537785,0.00334106,0.0347586,0.000696212,0.119840173,0.00591769,0.00356022,0.0355189,0.000489677,0.950410929
Building_T4-100x50-S2-PS_Existing10,2,588.008,5000,1200,600,7924.75,7460,0.023232427,10.70157518,0.111539902,-0.085954398,0.397413576,0.316012584,0.293972525,0.160099784,0.258931093,0.00471206,0.00294145,0.030413,0.000832842,0.166145171,0.00512951,0.00315529,0.0310176,0.000581787,1.219905492
Building_T4-100x50-S3-PS_Existing1,3,1002.059,10000,1200,600,11972.25,11319,0.012690412,11.62819666,0.285368588,-0.162995921,0.526784109,0.419013592,0.389231215,0.190314203,0.174415715,0.0038113,0.002266,0.0178591,0.000461525,0.111397824,0.00392224,0.0023208,0.0180718,0.000302006,0.970191702
Building_T4-100x50-S3-PS_Existing2,3,933.49,10000,1200,600,11972.25,11319,0.027428036,11.58913255,-0.052439551,-0.005031657,0.650685208,0.517486662,0.480802204,0.235097327,0.135390027,0.00448627,0.00263113,0.0207344,0.000423582,0.085382571,0.00459732,0.00266129,0.0209841,0.000273467,0.918902675
Building_T4-100x50-S3-PS_Existing3,3,952.919,10000,1200,600,11972.25,11319,0.024312962,10.67274801,0.357809082,-0.177656118,0.493570339,0.392904028,0.365110413,0.178765757,0.194010065,0.0040022,0.00237045,0.0190834,0.000539134,0.124010342,0.00413267,0.00243707,0.0193233,0.000354189,1.019511972
Building_T4-100x50-S3-PS_Existing4,3,968.346,10000,1200,600,11972.25,11319,0.041440009,11.796738,-0.195300709,0.148802498,0.765232349,0.60761752,0.564438366,0.276426768,0.108365448,0.0049419,0.00283615,0.0202427,0.000375883,0.067307457,0.00504373,0.00282401,0.020797,0.000239004,0.861026939
Building_T4-100x50-S3-PS_Existing5,3,898.594,10000,1200,600,11972.25,11319,0.02996447,10.33915004,0.08987563,-0.197455956,0.530274191,0.421888633,0.392129453,0.191893469,0.164043374,0.00404657,0.0023888,0.0190728,0.000461574,0.104414893,0.00416553,0.00244338,0.019307,0.00030128,0.9655244
Building_T4-100x50-S3-PS_Existing6,3,896.516,10000,1200,600,11972.25,11319,0.033391948,10.52137682,0.362458206,0.046984284,0.538529881,0.428328626,0.397938964,0.195181094,0.205350786,0.00514,0.00302563,0.0243814,0.000734674,0.130618599,0.00529804,0.00309769,0.0246875,0.000480028,1.217538299
Building_T4-100x50-S3-PS_Existing7,3,900.937,10000,1200,600,11972.25,11319,0.015427897,9.535396517,0.142672103,0.133182555,0.621688756,0.494000802,0.458871825,0.224165582,0.168111888,0.0062626,0.00366613,0.0276252,0.000735302,0.105588567,0.00639286,0.00368334,0.028862,0.000471431,0.962095682
Building_T4-100x50-S3-PS_Existing8,3,918.786,10000,1200,600,11972.25,11319,0.029550313,9.619218866,-0.327944314,-0.051159346,0.748525938,0.594001485,0.551645391,0.270257554,0.094208001,0.00503002,0.00286673,0.0191113,0.000333329,0.058003664,0.00510624,0.00281948,0.018766,0.000209449,0.652489871
Building_T4-100x50-S3-PS_Existing9,3,1012.04,10000,1200,600,11972.25,11319,0.035339246,11.36790033,0.245834744,0.00204098,0.58668422,0.466608946,0.43358325,0.212153953,0.165646055,0.00457638,0.00269227,0.0215058,0.000527876,0.105076158,0.00470539,0.002745,0.0217679,0.000343367,1.08329241
Building_T4-100x50-S3-PS_Existing10,3,1020.237,10000,1200,600,11972.25,11319,0.012232036,11.99441378,0.116285706,0.193075123,0.679093053,0.539691387,0.501391945,0.245699389,0.145303582,0.00509646,0.00296564,0.0233133,0.000517464,0.09137412,0.00523018,0.00299732,0.0241151,0.000333847,0.961674891
